chart,base_variant,variant_path,path_type,quirk_origin,render_proof_status,installer_proof_status,scan_status,gitops_status,live_status,remaining_gap,evidence_path,notes
longhorn/longhorn@1.11.2,default,default,base-variant,chart-or-base,pass,pass,pass,pass,pass,none,recipes/longhorn/longhorn/1.11.2/revisions/default/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | runs/longhorn-confighub-proof/latest/confighub-proof-receipt.yaml | runs/top20-local-kind/longhorn-default/observation-receipt.json | runs/live-helm-confighub-compare/longhorn-longhorn-default/receipt.yaml#configHubOciArgo | runs/live-helm-confighub-compare/longhorn-longhorn-default/receipt.yaml | runs/live-kind-parity/longhorn-longhorn-default/receipt.yaml
longhorn/longhorn@1.11.2,ui-ingress,ui-ingress,base-variant,chart-or-base,pass,missing,missing,missing,pass,confighub_upload_variant_scan_safe_ops;confighub_oci_argo_live;live_helm_vs_confighub_dual_compare,recipes/longhorn/longhorn/1.11.2/revisions/ui-ingress/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | no ConfigHub proof receipt for package/base | runs/next80-local-kind/longhorn-longhorn-1.11.2-ui-ingress/observation-receipt.yaml | no ConfigHub OCI/Argo live receipt in this repo | no live Helm vs ConfigHub dual-deploy comparison receipt | runs/live-kind-parity/longhorn-longhorn-ui-ingress/receipt.yaml
metrics-server/metrics-server@3.13.0,default,default,base-variant,chart-or-base,pass,pass,pass,pass,pass,none,recipes/metrics-server/metrics-server/3.13.0/revisions/default/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | runs/metrics-server-confighub-proof/latest/confighub-proof-receipt.yaml | runs/top20-local-kind/metrics-server-default/observation-receipt.json | runs/live-helm-confighub-compare/metrics-server-metrics-server-default/receipt.yaml#configHubOciArgo | runs/live-helm-confighub-compare/metrics-server-metrics-server-default/receipt.yaml | runs/live-kind-parity/metrics-server-metrics-server-default/receipt.yaml
metrics-server/metrics-server@3.13.0,external-tls-ca,external-tls-ca,base-variant,chart-or-base,pass,missing,missing,missing,pass,confighub_upload_variant_scan_safe_ops;confighub_oci_argo_live;live_helm_vs_confighub_dual_compare,recipes/metrics-server/metrics-server/3.13.0/revisions/external-tls-ca/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | no ConfigHub proof receipt for package/base | runs/next80-local-kind/metrics-server-metrics-server-3.13.0-external-tls-ca/observation-receipt.yaml | no ConfigHub OCI/Argo live receipt in this repo | no live Helm vs ConfigHub dual-deploy comparison receipt | runs/live-kind-parity/metrics-server-metrics-server-external-tls-ca/receipt.yaml
minio-operator/operator@7.1.1,default,default,base-variant,chart-or-base,pass,missing,missing,missing,pass,confighub_upload_variant_scan_safe_ops;confighub_oci_argo_live;live_helm_vs_confighub_dual_compare,recipes/minio-operator/operator/7.1.1/revisions/default/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | no ConfigHub proof receipt for package/base | runs/next80-local-kind/minio-operator-operator-7.1.1-default/observation-receipt.yaml | no ConfigHub OCI/Argo live receipt in this repo | no live Helm vs ConfigHub dual-deploy comparison receipt | no two-cluster kind parity receipt in this repo
minio-operator/tenant@7.1.1,default,default,base-variant,chart-or-base,pass,missing,missing,missing,pass,confighub_upload_variant_scan_safe_ops;confighub_oci_argo_live;live_helm_vs_confighub_dual_compare,recipes/minio-operator/tenant/7.1.1/revisions/default/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | no ConfigHub proof receipt for package/base | runs/next80-local-kind/minio-operator-tenant-7.1.1-default/observation-receipt.yaml | no ConfigHub OCI/Argo live receipt in this repo | no live Helm vs ConfigHub dual-deploy comparison receipt | no two-cluster kind parity receipt in this repo
nats/nack@0.34.0,default,default,base-variant,chart-or-base,pass,missing,missing,missing,pass,confighub_upload_variant_scan_safe_ops;confighub_oci_argo_live;live_helm_vs_confighub_dual_compare,recipes/nats/nack/0.34.0/revisions/default/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | no ConfigHub proof receipt for package/base | runs/next80-local-kind/nats-nack-0.34.0-default/observation-receipt.yaml | no ConfigHub OCI/Argo live receipt in this repo | no live Helm vs ConfigHub dual-deploy comparison receipt | no two-cluster kind parity receipt in this repo
nats/nack@0.34.0,no-crds,no-crds,base-variant,chart-or-base,pass,missing,missing,missing,pass,confighub_upload_variant_scan_safe_ops;confighub_oci_argo_live;live_helm_vs_confighub_dual_compare,recipes/nats/nack/0.34.0/revisions/no-crds/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | no ConfigHub proof receipt for package/base | runs/next80-local-kind/nats-nack-0.34.0-no-crds/observation-receipt.yaml | no ConfigHub OCI/Argo live receipt in this repo | no live Helm vs ConfigHub dual-deploy comparison receipt | no two-cluster kind parity receipt in this repo
nats/nats@2.14.0,default,default,base-variant,chart-or-base,pass,missing,missing,missing,pass,confighub_upload_variant_scan_safe_ops;confighub_oci_argo_live;live_helm_vs_confighub_dual_compare,recipes/nats/nats/2.14.0/revisions/default/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | no ConfigHub proof receipt for package/base | runs/next80-local-kind/nats-nats-2.14.0-default/observation-receipt.yaml | no ConfigHub OCI/Argo live receipt in this repo | no live Helm vs ConfigHub dual-deploy comparison receipt | runs/live-kind-parity/nats-nats-default/receipt.yaml
nats/nats@2.14.0,ha,ha,base-variant,chart-or-base,pass,missing,missing,missing,pass,confighub_upload_variant_scan_safe_ops;confighub_oci_argo_live;live_helm_vs_confighub_dual_compare,recipes/nats/nats/2.14.0/revisions/ha/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | no ConfigHub proof receipt for package/base | runs/next80-local-kind/nats-nats-2.14.0-ha/observation-receipt.yaml | no ConfigHub OCI/Argo live receipt in this repo | no live Helm vs ConfigHub dual-deploy comparison receipt | no two-cluster kind parity receipt in this repo
nats/surveyor@0.20.9,default-reviewed,default-reviewed,base-variant,chart-or-base,pass,missing,missing,missing,blocked,confighub_upload_variant_scan_safe_ops;local_kind_kubectl_apply;confighub_oci_argo_live;live_helm_vs_confighub_dual_compare,recipes/nats/surveyor/0.20.9/revisions/default-reviewed/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | no ConfigHub proof receipt for package/base | runs/next80-local-kind/nats-surveyor-0.20.9-default-reviewed/observation-receipt.yaml | no ConfigHub OCI/Argo live receipt in this repo | no live Helm vs ConfigHub dual-deploy comparison receipt | no two-cluster kind parity receipt in this repo
nats/surveyor@0.20.9,default,default,base-variant,chart-or-base,pass,missing,missing,missing,fail,confighub_upload_variant_scan_safe_ops;local_kind_kubectl_apply;confighub_oci_argo_live;live_helm_vs_confighub_dual_compare,recipes/nats/surveyor/0.20.9/revisions/default/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | no ConfigHub proof receipt for package/base | runs/next80-local-kind/nats-surveyor-0.20.9-default/observation-receipt.yaml | no ConfigHub OCI/Argo live receipt in this repo | no live Helm vs ConfigHub dual-deploy comparison receipt | no two-cluster kind parity receipt in this repo
nfs-subdir-external-provisioner/nfs-subdir-external-provisioner@4.0.18,default,default,base-variant,chart-or-base,pass,missing,missing,missing,fail,confighub_upload_variant_scan_safe_ops;local_kind_kubectl_apply;confighub_oci_argo_live;live_helm_vs_confighub_dual_compare,recipes/nfs-subdir-external-provisioner/nfs-subdir-external-provisioner/4.0.18/revisions/default/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | no ConfigHub proof receipt for package/base | runs/next80-local-kind/nfs-subdir-external-provisioner-nfs-subdir-external-provisioner-4.0.18-default/observation-receipt.yaml | no ConfigHub OCI/Argo live receipt in this repo | no live Helm vs ConfigHub dual-deploy comparison receipt | no two-cluster kind parity receipt in this repo
open-telemetry/opentelemetry-operator@0.114.0,default,default,base-variant,chart-or-base,pass,missing,missing,missing,blocked,confighub_upload_variant_scan_safe_ops;local_kind_kubectl_apply;confighub_oci_argo_live;live_helm_vs_confighub_dual_compare,recipes/open-telemetry/opentelemetry-operator/0.114.0/revisions/default/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | no ConfigHub proof receipt for package/base | runs/next80-local-kind/open-telemetry-opentelemetry-operator-0.114.0-default/observation-receipt.yaml | no ConfigHub OCI/Argo live receipt in this repo | no live Helm vs ConfigHub dual-deploy comparison receipt | no two-cluster kind parity receipt in this repo
open-telemetry/opentelemetry-operator@0.114.0,no-crds,no-crds,base-variant,chart-or-base,pass,missing,missing,missing,blocked,confighub_upload_variant_scan_safe_ops;local_kind_kubectl_apply;confighub_oci_argo_live;live_helm_vs_confighub_dual_compare,recipes/open-telemetry/opentelemetry-operator/0.114.0/revisions/no-crds/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | no ConfigHub proof receipt for package/base | runs/next80-local-kind/open-telemetry-opentelemetry-operator-0.114.0-no-crds/observation-receipt.yaml | no ConfigHub OCI/Argo live receipt in this repo | no live Helm vs ConfigHub dual-deploy comparison receipt | no two-cluster kind parity receipt in this repo
opencost/opencost@2.5.21,default,default,base-variant,chart-or-base,pass,missing,missing,missing,fail,confighub_upload_variant_scan_safe_ops;local_kind_kubectl_apply;confighub_oci_argo_live;live_helm_vs_confighub_dual_compare,recipes/opencost/opencost/2.5.21/revisions/default/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | no ConfigHub proof receipt for package/base | runs/next80-local-kind/opencost-opencost-2.5.21-default/observation-receipt.yaml | no ConfigHub OCI/Argo live receipt in this repo | no live Helm vs ConfigHub dual-deploy comparison receipt | no two-cluster kind parity receipt in this repo
percona/pg-operator@3.0.0,default,default,base-variant,chart-or-base,pass,missing,missing,missing,pass,confighub_upload_variant_scan_safe_ops;confighub_oci_argo_live;live_helm_vs_confighub_dual_compare,recipes/percona/pg-operator/3.0.0/revisions/default/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | no ConfigHub proof receipt for package/base | runs/next80-local-kind/percona-pg-operator-3.0.0-default/observation-receipt.yaml | no ConfigHub OCI/Argo live receipt in this repo | no live Helm vs ConfigHub dual-deploy comparison receipt | no two-cluster kind parity receipt in this repo
percona/pg-operator@3.0.0,no-crds,no-crds,base-variant,chart-or-base,pass,missing,missing,missing,pass,confighub_upload_variant_scan_safe_ops;confighub_oci_argo_live;live_helm_vs_confighub_dual_compare,recipes/percona/pg-operator/3.0.0/revisions/no-crds/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | no ConfigHub proof receipt for package/base | runs/next80-local-kind/percona-pg-operator-3.0.0-no-crds/observation-receipt.yaml | no ConfigHub OCI/Argo live receipt in this repo | no live Helm vs ConfigHub dual-deploy comparison receipt | no two-cluster kind parity receipt in this repo
percona/psmdb-operator@1.22.0,default,default,base-variant,chart-or-base,pass,missing,missing,missing,pass,confighub_upload_variant_scan_safe_ops;confighub_oci_argo_live;live_helm_vs_confighub_dual_compare,recipes/percona/psmdb-operator/1.22.0/revisions/default/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | no ConfigHub proof receipt for package/base | runs/next80-local-kind/percona-psmdb-operator-1.22.0-default/observation-receipt.yaml | no ConfigHub OCI/Argo live receipt in this repo | no live Helm vs ConfigHub dual-deploy comparison receipt | no two-cluster kind parity receipt in this repo
