chart,version,package_path,installer_yaml,installer_oci_ref,publication_status,publication_receipt,published_digest,default_base,bases,base_count,rendered_yaml_paths,rendered_yaml_sha256s,external_requires_count,collector,transformers,public_catalog,proof_surface,chart_page,matrix_rows,setup_command,inspect_command,list_command
bitnami/mongodb,19.0.9,packages/bitnami/mongodb/19.0.9,packages/bitnami/mongodb/19.0.9/installer.yaml,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/bitnami-mongodb:19.0.9,published-receipt,runs/installer-oci/bitnami-mongodb/19.0.9/installer-package-publication-receipt.yaml,18c26cb9c65939ad531fc100cf292ae30632839d2faa2c93c5a7ac68c3204b2f,existing-secret-replicaset,static-passwords;existing-secret-replicaset,2,packages/bitnami/mongodb/19.0.9/bases/static-passwords/upstream.yaml;packages/bitnami/mongodb/19.0.9/bases/existing-secret-replicaset/upstream.yaml,4c5f0cd0bc6bffd0ff46b15cdb23ce44dba155120b6be46952d7da70ade25a68;ba28659f7a827714941ba587c403de0e7afec7bf77a35512ff751bf6c2fdd3a2,1,yes,1,no,,,3,cub installer setup --pull oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/bitnami-mongodb:19.0.9 --base existing-secret-replicaset --work-dir .tmp/demo/bitnami-mongodb-19-0-9-existing-secret-replicaset --non-interactive,cub installer inspect oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/bitnami-mongodb:19.0.9,cub installer list oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/bitnami-mongodb
bitnami/mongodb,19.1.0,packages/bitnami/mongodb/19.1.0,packages/bitnami/mongodb/19.1.0/installer.yaml,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/bitnami-mongodb:19.1.0,published-receipt,runs/installer-oci/bitnami-mongodb/19.1.0/installer-package-publication-receipt.yaml,7622250a3e678312b14d64c548a0e9448dbee8f66a9f50231b793ba21ee43fd0,existing-secret-replicaset,static-passwords;existing-secret-replicaset,2,packages/bitnami/mongodb/19.1.0/bases/static-passwords/upstream.yaml;packages/bitnami/mongodb/19.1.0/bases/existing-secret-replicaset/upstream.yaml,2753c6bfaf61d7e60135c7a52e1e05bd4fde979c5796b4e2b54ffa2cb64c6911;b39a69abcab4c663d77a1176895385b5c864766a5ac19b16953d3cfd4597adcd,1,yes,1,no,,,3,cub installer setup --pull oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/bitnami-mongodb:19.1.0 --base existing-secret-replicaset --work-dir .tmp/demo/bitnami-mongodb-19-1-0-existing-secret-replicaset --non-interactive,cub installer inspect oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/bitnami-mongodb:19.1.0,cub installer list oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/bitnami-mongodb
bitnami/mysql,14.0.3,packages/bitnami/mysql/14.0.3,packages/bitnami/mysql/14.0.3/installer.yaml,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/bitnami-mysql:14.0.3,published-receipt,runs/installer-oci/bitnami-mysql/14.0.3/installer-package-publication-receipt.yaml,fb4d73426e0d7fac3609d74d22e38fbf094aa75ecb6a8e20eb2685718fea9867,existing-secret,static-passwords;existing-secret,2,packages/bitnami/mysql/14.0.3/bases/static-passwords/upstream.yaml;packages/bitnami/mysql/14.0.3/bases/existing-secret/upstream.yaml,04e856bfa75859dc9d8e45c61d49ad566494a7f66c257da9113ad26ca1696380;024c04f020fbe5cc7af518d743a68e055f999e88a6633b278adccc769c1b7fa8,1,yes,2,yes,top20-catalog-supported,site/charts/bitnami-mysql-14-0-3.html,3,cub installer setup --pull oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/bitnami-mysql:14.0.3 --base existing-secret --work-dir .tmp/demo/bitnami-mysql-14-0-3-existing-secret --non-interactive --namespace mysql,cub installer inspect oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/bitnami-mysql:14.0.3,cub installer list oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/bitnami-mysql
bitnami/nginx,24.0.2,packages/bitnami/nginx/24.0.2,packages/bitnami/nginx/24.0.2/installer.yaml,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/bitnami-nginx:24.0.2,published-receipt,runs/installer-oci/bitnami-nginx/24.0.2/installer-package-publication-receipt.yaml,2ad752b92ec7fe256da54a2b86fc0afde30d1f9afe38819587fb47c9cb9ecb8d,http-clusterip,http-clusterip;existing-tls-ingress,2,packages/bitnami/nginx/24.0.2/bases/http-clusterip/upstream.yaml;packages/bitnami/nginx/24.0.2/bases/existing-tls-ingress/upstream.yaml,7fb28597f2eea8113612fa9e67ac84760cba1e72c42a4c59e4c25d284e0a94ba;cb5cdb64d2f05a0f3e2b2d07facc3d08705f86b3a34a3f52c891bdbd28d44e8f,2,yes,0,yes,top20-catalog-supported,site/charts/bitnami-nginx-24-0-2.html,5,cub installer setup --pull oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/bitnami-nginx:24.0.2 --base http-clusterip --work-dir .tmp/demo/bitnami-nginx-24-0-2-http-clusterip --non-interactive --namespace nginx,cub installer inspect oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/bitnami-nginx:24.0.2,cub installer list oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/bitnami-nginx
bitnami/nginx,24.0.4,packages/bitnami/nginx/24.0.4,packages/bitnami/nginx/24.0.4/installer.yaml,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/bitnami-nginx:24.0.4,published-receipt,runs/installer-oci/bitnami-nginx/24.0.4/installer-package-publication-receipt.yaml,c282cddd3f61388ba8e1abc51d32b468667577b9093e337e06ec45a5a1d1057c,http-clusterip,http-clusterip;existing-tls-ingress,2,packages/bitnami/nginx/24.0.4/bases/http-clusterip/upstream.yaml;packages/bitnami/nginx/24.0.4/bases/existing-tls-ingress/upstream.yaml,5c175126acf3b7abd9fce0c17791cfce7236eac8f51e9781d20814cad14b0bac;35c8f535452c33518088a067f035d6249750b0a67245138feaf84d728c94588f,2,yes,0,no,,,3,cub installer setup --pull oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/bitnami-nginx:24.0.4 --base http-clusterip --work-dir .tmp/demo/bitnami-nginx-24-0-4-http-clusterip --non-interactive,cub installer inspect oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/bitnami-nginx:24.0.4,cub installer list oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/bitnami-nginx
bitnami/nginx,25.0.0,packages/bitnami/nginx/25.0.0,packages/bitnami/nginx/25.0.0/installer.yaml,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/bitnami-nginx:25.0.0,published-receipt,runs/installer-oci/bitnami-nginx/25.0.0/installer-package-publication-receipt.yaml,bf0e0a0bbd92d29e275f3a1e610c411c884aea67c05739384fdfc6fef768301e,http-clusterip,http-clusterip;existing-tls-ingress,2,packages/bitnami/nginx/25.0.0/bases/http-clusterip/upstream.yaml;packages/bitnami/nginx/25.0.0/bases/existing-tls-ingress/upstream.yaml,2e71065dc018fb37304a978d3bb6381f0628ac5ef4e0695b53fafe3680697780;6cbd96e9b63ddeab378f378b86e1b7821d850144539d1a6e367eb639f2b2166e,2,yes,0,no,,,3,cub installer setup --pull oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/bitnami-nginx:25.0.0 --base http-clusterip --work-dir .tmp/demo/bitnami-nginx-25-0-0-http-clusterip --non-interactive,cub installer inspect oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/bitnami-nginx:25.0.0,cub installer list oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/bitnami-nginx
bitnami/opensearch,2.0.10,packages/bitnami/opensearch/2.0.10,packages/bitnami/opensearch/2.0.10/installer.yaml,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/bitnami-opensearch:2.0.10,published-receipt,runs/installer-oci/bitnami-opensearch/2.0.10/installer-package-publication-receipt.yaml,b15fbb41eddd653417df842cd76a6126ba0fc486be50de0b4dd51a056ca448d8,default,legacy;default;ha,3,packages/bitnami/opensearch/2.0.10/bases/legacy/upstream.yaml;packages/bitnami/opensearch/2.0.10/bases/default/upstream.yaml;packages/bitnami/opensearch/2.0.10/bases/ha/upstream.yaml,ae93532b5f5b71b51e19b840c9195d903674e3edb9138823f46d73daf97afccc;99c0b24ee1850d1f5a4da323e9924a8a1f9d93a34a97a985d92c954836747afd;c419606d1875905b2e84126b7b1d5d33c18f7cf34c0dd8048ba6e9221db36564,0,no,0,yes,next80-proof-grade,site/charts/bitnami-opensearch-2-0-10.html,4,cub installer setup --pull oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/bitnami-opensearch:2.0.10 --base default --work-dir .tmp/demo/bitnami-opensearch-2-0-10-default --non-interactive --namespace default,cub installer inspect oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/bitnami-opensearch:2.0.10,cub installer list oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/bitnami-opensearch
bitnami/phpmyadmin,20.0.0,packages/bitnami/phpmyadmin/20.0.0,packages/bitnami/phpmyadmin/20.0.0/installer.yaml,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/bitnami-phpmyadmin:20.0.0,published-receipt,runs/installer-oci/bitnami-phpmyadmin/20.0.0/installer-package-publication-receipt.yaml,f50ad2ddbe534906722d1ec6ce0a3748e4cc5c517d38fde70501425e9aeda46e,default,legacy;default,2,packages/bitnami/phpmyadmin/20.0.0/bases/legacy/upstream.yaml;packages/bitnami/phpmyadmin/20.0.0/bases/default/upstream.yaml,401bc04af284e57aba9dce87ee949cc2c2fed28b8adc4bfffd7056ef5ad70942;41d8e5dabf8548c2965f32db8fdb6870f07b3e3fd967d641d8dc952f7569eb0a,0,no,0,yes,next80-proof-grade,site/charts/bitnami-phpmyadmin-20-0-0.html,4,cub installer setup --pull oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/bitnami-phpmyadmin:20.0.0 --base default --work-dir .tmp/demo/bitnami-phpmyadmin-20-0-0-default --non-interactive --namespace default,cub installer inspect oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/bitnami-phpmyadmin:20.0.0,cub installer list oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/bitnami-phpmyadmin
bitnami/postgresql,18.6.10,packages/bitnami/postgresql/18.6.10,packages/bitnami/postgresql/18.6.10/installer.yaml,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/bitnami-postgresql:18.6.10,published-receipt,runs/installer-oci/bitnami-postgresql/18.6.10/installer-package-publication-receipt.yaml,1fe4595ee7e39914965e58019b56101e6e1f1ff24e750cb8283655dfb51a2e93,existing-secret,static-passwords;existing-secret,2,packages/bitnami/postgresql/18.6.10/bases/static-passwords/upstream.yaml;packages/bitnami/postgresql/18.6.10/bases/existing-secret/upstream.yaml,3813cd50ce20e68fab8ac09137d36e9164c718df62da7eb0b3df35ede0ce7f69;dfbd333f2a1842ca8af06c501cf0b9719fd1b121fc5ee87b78a1cd3253f9497a,1,yes,1,no,,,3,cub installer setup --pull oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/bitnami-postgresql:18.6.10 --base existing-secret --work-dir .tmp/demo/bitnami-postgresql-18-6-10-existing-secret --non-interactive,cub installer inspect oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/bitnami-postgresql:18.6.10,cub installer list oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/bitnami-postgresql
bitnami/postgresql,18.6.7,packages/bitnami/postgresql/18.6.7,packages/bitnami/postgresql/18.6.7/installer.yaml,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/bitnami-postgresql:18.6.7,published-receipt,runs/installer-oci/bitnami-postgresql/18.6.7/installer-package-publication-receipt.yaml,81a9d77b20f9d2497ec3e6870404f9626c373deec08eefedc6637237f2fec212,existing-secret,static-passwords;existing-secret,2,packages/bitnami/postgresql/18.6.7/bases/static-passwords/upstream.yaml;packages/bitnami/postgresql/18.6.7/bases/existing-secret/upstream.yaml,db49bd6d27e0deaed0b9e314f0527bc2d9468b7be10f9bbdaad14593f0b65a6b;595ce44f8c11b10ad1817bf57141529864efd48318a6a97a6e914d3669bb90dd,1,yes,1,yes,top20-catalog-supported,site/charts/bitnami-postgresql-18-6-7.html,3,cub installer setup --pull oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/bitnami-postgresql:18.6.7 --base existing-secret --work-dir .tmp/demo/bitnami-postgresql-18-6-7-existing-secret --non-interactive --namespace postgresql,cub installer inspect oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/bitnami-postgresql:18.6.7,cub installer list oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/bitnami-postgresql
bitnami/postgresql,18.7.0,packages/bitnami/postgresql/18.7.0,packages/bitnami/postgresql/18.7.0/installer.yaml,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/bitnami-postgresql:18.7.0,published-receipt,runs/installer-oci/bitnami-postgresql/18.7.0/installer-package-publication-receipt.yaml,6665da5ce36305d6d3a2efda4821cbbdbc68874e702ef3a43b62d81112f4fb92,existing-secret,static-passwords;existing-secret,2,packages/bitnami/postgresql/18.7.0/bases/static-passwords/upstream.yaml;packages/bitnami/postgresql/18.7.0/bases/existing-secret/upstream.yaml,e640101bb1c3c9ee519e04bfb6e28254f7a894c6f49b394e73756b351e5b57d1;bdcfa750a9553ede16f5718d0189d3616820e3ba1422eb82a8217f54c3c70dd2,1,yes,1,no,,,3,cub installer setup --pull oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/bitnami-postgresql:18.7.0 --base existing-secret --work-dir .tmp/demo/bitnami-postgresql-18-7-0-existing-secret --non-interactive,cub installer inspect oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/bitnami-postgresql:18.7.0,cub installer list oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/bitnami-postgresql
bitnami/rabbitmq,16.0.14,packages/bitnami/rabbitmq/16.0.14,packages/bitnami/rabbitmq/16.0.14/installer.yaml,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/bitnami-rabbitmq:16.0.14,published-receipt,runs/installer-oci/bitnami-rabbitmq/16.0.14/installer-package-publication-receipt.yaml,fc497e6797de38d185395ed4c59127454d25bf65eeb68e28b81983766d31e3c9,existing-secret,static-passwords;existing-secret,2,packages/bitnami/rabbitmq/16.0.14/bases/static-passwords/upstream.yaml;packages/bitnami/rabbitmq/16.0.14/bases/existing-secret/upstream.yaml,81187ce4367f5196ddbaa35ea55b972698f8a474d78a2cdc2908b12290c89f31;cdff3262264844b099e7f4421f1bbd5027360c2d23ba34667506d85255c4b6f2,2,yes,0,yes,top20-catalog-supported,site/charts/bitnami-rabbitmq-16-0-14.html,3,cub installer setup --pull oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/bitnami-rabbitmq:16.0.14 --base existing-secret --work-dir .tmp/demo/bitnami-rabbitmq-16-0-14-existing-secret --non-interactive --namespace rabbitmq,cub installer inspect oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/bitnami-rabbitmq:16.0.14,cub installer list oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/bitnami-rabbitmq
bitnami/redis,25.5.3,packages/bitnami/redis/25.5.3,packages/bitnami/redis/25.5.3/installer.yaml,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/bitnami-redis:25.5.3,published-receipt,runs/installer-oci/bitnami-redis/25.5.3/installer-package-publication-receipt.yaml,1a84bda79a870b6249d0f42582d434b2983e557006f4faba0d250fb47197ac40,reuse-existing-secret,default;reuse-existing-secret,2,packages/bitnami/redis/25.5.3/bases/default/upstream.yaml;packages/bitnami/redis/25.5.3/bases/reuse-existing-secret/upstream.yaml,17d5c0c393666054beab10a7e599abb711c258b7c85a75c12499cd238e7afb4b;55f424589dfd8581580a51659cdf46e52180961ddbf9f6b7b244d0aacc42546f,1,yes,0,yes,top20-catalog-supported,site/charts/bitnami-redis-25-5-3.html,5,cub installer setup --pull oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/bitnami-redis:25.5.3 --base reuse-existing-secret --work-dir .tmp/demo/bitnami-redis-25-5-3-reuse-existing-secret --non-interactive --namespace redis,cub installer inspect oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/bitnami-redis:25.5.3,cub installer list oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/bitnami-redis
bitnami/redis,27.0.0,packages/bitnami/redis/27.0.0,packages/bitnami/redis/27.0.0/installer.yaml,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/bitnami-redis:27.0.0,published-receipt,runs/installer-oci/bitnami-redis/27.0.0/installer-package-publication-receipt.yaml,8bf6e99d898e618f1a01330c7b26d7d3b8f0ef0c280f8a4d827ea96a26653449,reuse-existing-secret,default;reuse-existing-secret,2,packages/bitnami/redis/27.0.0/bases/default/upstream.yaml;packages/bitnami/redis/27.0.0/bases/reuse-existing-secret/upstream.yaml,758467319ec109764b55ee730ba51a37a2196744f45f5c064f212bfc176178f0;ff3e9532687b0826784a329dd1b10afea3a7bfd355bced74d5fa9064f7908eb4,1,yes,0,no,,,3,cub installer setup --pull oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/bitnami-redis:27.0.0 --base reuse-existing-secret --work-dir .tmp/demo/bitnami-redis-27-0-0-reuse-existing-secret --non-interactive,cub installer inspect oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/bitnami-redis:27.0.0,cub installer list oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/bitnami-redis
bitnami/spark,10.0.3,packages/bitnami/spark/10.0.3,packages/bitnami/spark/10.0.3/installer.yaml,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/bitnami-spark:10.0.3,published-receipt,runs/installer-oci/bitnami-spark/10.0.3/installer-package-publication-receipt.yaml,d046d56813f566163a2282f39a667dc1dd628d0bf97f9731228a9684ee8ba353,default,legacy;default;ha,3,packages/bitnami/spark/10.0.3/bases/legacy/upstream.yaml;packages/bitnami/spark/10.0.3/bases/default/upstream.yaml;packages/bitnami/spark/10.0.3/bases/ha/upstream.yaml,05921876ce0d142a26b495df363557abefd1d460251b66c4777370838f8c9373;bec034832a7f2a6c1d2f05aa7bfcf0ce4562dbb274e7b760170df3e80e1ced55;55b44c0927f07867cba166634cbf1440028df42dabc48870953a2ddc6c2fbe75,0,no,0,yes,next80-proof-grade,site/charts/bitnami-spark-10-0-3.html,4,cub installer setup --pull oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/bitnami-spark:10.0.3 --base default --work-dir .tmp/demo/bitnami-spark-10-0-3-default --non-interactive --namespace default,cub installer inspect oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/bitnami-spark:10.0.3,cub installer list oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/bitnami-spark
bitnami/zookeeper,13.8.7,packages/bitnami/zookeeper/13.8.7,packages/bitnami/zookeeper/13.8.7/installer.yaml,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/bitnami-zookeeper:13.8.7,published-receipt,runs/installer-oci/bitnami-zookeeper/13.8.7/installer-package-publication-receipt.yaml,8e9161b914f556f0ce40ba5493bd86136ffa45796ff86806f776bf680906c5f8,default,default;ha;legacy,3,packages/bitnami/zookeeper/13.8.7/bases/default/upstream.yaml;packages/bitnami/zookeeper/13.8.7/bases/ha/upstream.yaml;packages/bitnami/zookeeper/13.8.7/bases/legacy/upstream.yaml,67672a9bfa85db38f8485736cd19f80ccec599fc17c2c5bb154e3c2feeb54bdb;ac9d09d452d221cb673fcdbc07767e7440402161c0e3a41811db20192768b01f;98d1db5810c626fce54ff8a5b297cd7c50102367e064eb0610bb418072944260,0,no,0,yes,next80-proof-grade,site/charts/bitnami-zookeeper-13-8-7.html,4,cub installer setup --pull oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/bitnami-zookeeper:13.8.7 --base default --work-dir .tmp/demo/bitnami-zookeeper-13-8-7-default --non-interactive --namespace default,cub installer inspect oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/bitnami-zookeeper:13.8.7,cub installer list oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/bitnami-zookeeper
cloudnative-pg/cloudnative-pg,0.28.2,packages/cloudnative-pg/cloudnative-pg/0.28.2,packages/cloudnative-pg/cloudnative-pg/0.28.2/installer.yaml,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/cloudnative-pg-cloudnative-pg:0.28.2,published-receipt,runs/installer-oci/cloudnative-pg-cloudnative-pg/0.28.2/installer-package-publication-receipt.yaml,8d1dc7fe14fde6c76b955531ccd58279150a7b3a74bde1ac8b7e30df09409013,default,default;no-crds,2,packages/cloudnative-pg/cloudnative-pg/0.28.2/bases/default/upstream.yaml;packages/cloudnative-pg/cloudnative-pg/0.28.2/bases/no-crds/upstream.yaml,67190a176fe9539df56c63c033cfffb1538a06bc47d8624532a0a980fe50bd46;2b48d08cac37e72b6840cff94c0f89c31721c9fa5c124ec2c671614f904b849d,11,yes,0,yes,next80-proof-grade,site/charts/cloudnative-pg-cloudnative-pg-0-28-2.html,3,cub installer setup --pull oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/cloudnative-pg-cloudnative-pg:0.28.2 --base default --work-dir .tmp/demo/cloudnative-pg-cloudnative-pg-0-28-2-default --non-interactive --namespace default,cub installer inspect oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/cloudnative-pg-cloudnative-pg:0.28.2,cub installer list oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/cloudnative-pg-cloudnative-pg
coredns/coredns,1.45.2,packages/coredns/coredns/1.45.2,packages/coredns/coredns/1.45.2/installer.yaml,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/coredns-coredns:1.45.2,published-receipt,runs/installer-oci/coredns-coredns/1.45.2/installer-package-publication-receipt.yaml,795878a5ee157ca65dab8859d5dcb51dffeb6ef89b0979cdc6497a06b600a87e,default,default,1,packages/coredns/coredns/1.45.2/bases/default/upstream.yaml,e9d0e20ceb7a6ec8e8189aa63d5fcba50be11360c7b734e57b84ad0556b1ca34,0,no,0,yes,next80-proof-grade,site/charts/coredns-coredns-1-45-2.html,3,cub installer setup --pull oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/coredns-coredns:1.45.2 --base default --work-dir .tmp/demo/coredns-coredns-1-45-2-default --non-interactive --namespace default,cub installer inspect oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/coredns-coredns:1.45.2,cub installer list oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/coredns-coredns
crossplane-stable/crossplane,2.3.1,packages/crossplane-stable/crossplane/2.3.1,packages/crossplane-stable/crossplane/2.3.1/installer.yaml,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/crossplane-stable-crossplane:2.3.1,published-receipt,runs/installer-oci/crossplane-stable-crossplane/2.3.1/installer-package-publication-receipt.yaml,243510bb37b6cd6117298450387d7966f5637b30ebcae192ab3b9848d072d016,default,default,1,packages/crossplane-stable/crossplane/2.3.1/bases/default/upstream.yaml,917b3dc2a52c16f26cefebe2b580889944e23461d95d1fbe912e0c7a451fd996,0,no,0,yes,next80-proof-grade,site/charts/crossplane-stable-crossplane-2-3-1.html,2,cub installer setup --pull oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/crossplane-stable-crossplane:2.3.1 --base default --work-dir .tmp/demo/crossplane-stable-crossplane-2-3-1-default --non-interactive --namespace default,cub installer inspect oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/crossplane-stable-crossplane:2.3.1,cub installer list oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/crossplane-stable-crossplane
descheduler/descheduler,0.36.0,packages/descheduler/descheduler/0.36.0,packages/descheduler/descheduler/0.36.0/installer.yaml,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/descheduler-descheduler:0.36.0,published-receipt,runs/installer-oci/descheduler-descheduler/0.36.0/installer-package-publication-receipt.yaml,ade98781bd54405308961ca0d1b29646d425e6e3624819cee5c095418ea30490,default,default,1,packages/descheduler/descheduler/0.36.0/bases/default/upstream.yaml,23cfd1f815897db367d88feb42f54c765ed17f435cb779cd8dec5ecb196da707,0,no,0,yes,next80-proof-grade,site/charts/descheduler-descheduler-0-36-0.html,3,cub installer setup --pull oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/descheduler-descheduler:0.36.0 --base default --work-dir .tmp/demo/descheduler-descheduler-0-36-0-default --non-interactive --namespace default,cub installer inspect oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/descheduler-descheduler:0.36.0,cub installer list oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/descheduler-descheduler
dex/dex,0.24.0,packages/dex/dex/0.24.0,packages/dex/dex/0.24.0/installer.yaml,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/dex-dex:0.24.0,published-receipt,runs/installer-oci/dex-dex/0.24.0/installer-package-publication-receipt.yaml,61f72819c33fc6b8c388808c061dc9686cbd6d96432fce8fe2b3eb319e968ab1,default,default,1,packages/dex/dex/0.24.0/bases/default/upstream.yaml,5461ff32d1a2a157fd54a958809a06aa73938f52efc8c97f40e866cbc070b2f5,0,no,0,yes,next80-proof-grade,site/charts/dex-dex-0-24-0.html,4,cub installer setup --pull oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/dex-dex:0.24.0 --base default --work-dir .tmp/demo/dex-dex-0-24-0-default --non-interactive --namespace default,cub installer inspect oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/dex-dex:0.24.0,cub installer list oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/dex-dex
