name,source_type,source_name,source_version,source_selection,source_selection_kind,source_selection_provider,base,status,object_count,base_digest_role,object_digest,object_digest_role,source_record,objects,source_intent_status,materialization_status,inspection_evidence_state,inspection_result_state,materialization_evidence_state,materialization_result_state,destination_evidence_state,destination_result_state,post_deployment_evidence_state,post_deployment_result_state,flattening_verdict,lifecycle_requirements_status,route_intent_status,route_resolution_status,field_ownership_status,package_oci_ref,literal_config_oci_status,release_oci_status,policy_profile,resource_class,owner_class,change_cadence,classification_source,live_space
bitnami-apache-11-4-29-legacy,helm,bitnami/apache,11.4.29,legacy,catalog-preset,Config Workshop,legacy,available,5,helm-variant-revision,1d068da0bd7af6230de4a414eb9abc70a895f63cfd7d79f5591d6951ece06399,canonical-object-set,data/helm-render-intents/intents/bitnami-apache-11-4-29-legacy.yaml,recipes/bitnami/apache/11.4.29/revisions/legacy/r001/rendered/release-objects.yaml,recorded,captured,completed,available,completed,pass,pending,pending,not-run,not-run,not-assessed,gap,gap,gap,partly-declared,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/bitnami-apache:11.4.29,not-published-in-this-record,not-recorded-for-this-base,catalog-standard,not-yet-classified,not-yet-classified,not-yet-classified,,
bitnami-contour-21-1-4-default,helm,bitnami/contour,21.1.4,default,catalog-preset,Config Workshop,default,available,20,helm-variant-revision,f28ab1558939812f833981bce56dfdbd7030428a4bcdd816b0eedb1bd13ffd53,canonical-object-set,data/helm-render-intents/intents/bitnami-contour-21-1-4-default.yaml,recipes/bitnami/contour/21.1.4/revisions/default/r001/rendered/release-objects.yaml,recorded,captured,completed,available,completed,pass,not-run,not-run,not-run,not-run,unsafe-to-flatten,recorded,required-at-destination,awaits-variant-and-target,partly-declared,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/bitnami-contour:21.1.4,not-published-in-this-record,not-recorded-for-this-base,catalog-standard,not-yet-classified,not-yet-classified,not-yet-classified,,
bitnami-contour-21-1-4-legacy,helm,bitnami/contour,21.1.4,legacy,catalog-preset,Config Workshop,legacy,available,20,helm-variant-revision,d7df93e9094b4f918f3f97621beb90909c2d8f5a64ab8dc51b8f8dce0c934123,canonical-object-set,data/helm-render-intents/intents/bitnami-contour-21-1-4-legacy.yaml,recipes/bitnami/contour/21.1.4/revisions/legacy/r001/rendered/release-objects.yaml,recorded,captured,completed,available,completed,pass,not-run,not-run,not-run,not-run,not-assessed,recorded,recorded,awaits-variant-and-target,partly-declared,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/bitnami-contour:21.1.4,not-published-in-this-record,not-recorded-for-this-base,catalog-standard,not-yet-classified,not-yet-classified,not-yet-classified,,
bitnami-contour-21-1-4-no-crds,helm,bitnami/contour,21.1.4,no-crds,catalog-preset,Config Workshop,no-crds,available,0,helm-variant-revision,c481362a773024134946dc9307db4819ae2ccdd46b8d71e658595b11bb42622f,canonical-object-set,data/helm-render-intents/intents/bitnami-contour-21-1-4-no-crds.yaml,recipes/bitnami/contour/21.1.4/revisions/no-crds/r001/rendered/release-objects.yaml,recorded,captured,completed,available,completed,pass,not-run,not-run,not-run,not-run,not-assessed,recorded,required-at-destination,awaits-variant-and-target,partly-declared,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/bitnami-contour:21.1.4,not-published-in-this-record,not-recorded-for-this-base,catalog-standard,not-yet-classified,not-yet-classified,not-yet-classified,,
bitnami-elasticsearch-22-1-6-default,helm,bitnami/elasticsearch,22.1.6,default,catalog-preset,Config Workshop,default,available,21,helm-variant-revision,2dea059172595f3477271eadd1aea69c4274d15a8029a55afb176cb5ffd66217,canonical-object-set,data/helm-render-intents/intents/bitnami-elasticsearch-22-1-6-default.yaml,recipes/bitnami/elasticsearch/22.1.6/revisions/default/r001/rendered/release-objects.yaml,recorded,captured,completed,available,completed,pass,pending,pending,not-run,not-run,safe-to-flatten,gap,gap,gap,partly-declared,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/bitnami-elasticsearch:22.1.6,not-published-in-this-record,not-recorded-for-this-base,catalog-standard,not-yet-classified,not-yet-classified,not-yet-classified,,
bitnami-elasticsearch-22-1-6-ha,helm,bitnami/elasticsearch,22.1.6,ha,catalog-preset,Config Workshop,ha,available,0,helm-variant-revision,9ae3685e24863d4a3e6b8af8a7c2613d6123c927f9518be12d68370e2d0c3db4,canonical-object-set,data/helm-render-intents/intents/bitnami-elasticsearch-22-1-6-ha.yaml,recipes/bitnami/elasticsearch/22.1.6/revisions/ha/r001/rendered/release-objects.yaml,recorded,captured,completed,available,completed,pass,pending,pending,not-run,not-run,not-assessed,gap,gap,gap,partly-declared,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/bitnami-elasticsearch:22.1.6,not-published-in-this-record,not-recorded-for-this-base,catalog-standard,not-yet-classified,not-yet-classified,not-yet-classified,,
bitnami-elasticsearch-22-1-6-legacy,helm,bitnami/elasticsearch,22.1.6,legacy,catalog-preset,Config Workshop,legacy,available,21,helm-variant-revision,84bdbaf1a905f282a240ad1a5d355a257dd11617d4921411b1a7397738923e60,canonical-object-set,data/helm-render-intents/intents/bitnami-elasticsearch-22-1-6-legacy.yaml,recipes/bitnami/elasticsearch/22.1.6/revisions/legacy/r001/rendered/release-objects.yaml,recorded,captured,completed,available,completed,pass,pending,pending,not-run,not-run,not-assessed,gap,gap,gap,partly-declared,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/bitnami-elasticsearch:22.1.6,not-published-in-this-record,not-recorded-for-this-base,catalog-standard,not-yet-classified,not-yet-classified,not-yet-classified,,
bitnami-memcached-8-5-5-default,helm,bitnami/memcached,8.5.5,default,catalog-preset,Config Workshop,default,available,5,helm-variant-revision,8cd477e08d9fdd2d56df7832f901d773af4f4313a405330180d7068cd7751558,canonical-object-set,data/helm-render-intents/intents/bitnami-memcached-8-5-5-default.yaml,recipes/bitnami/memcached/8.5.5/revisions/default/r001/rendered/release-objects.yaml,recorded,captured,completed,available,completed,pass,pending,pending,not-run,not-run,safe-to-flatten,gap,gap,gap,partly-declared,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/bitnami-memcached:8.5.5,not-published-in-this-record,not-recorded-for-this-base,catalog-standard,not-yet-classified,not-yet-classified,not-yet-classified,,
bitnami-mongodb-19-0-7-existing-secret-replicaset,helm,bitnami/mongodb,19.0.7,existing-secret-replicaset,catalog-preset,Config Workshop,existing-secret-replicaset,available,10,helm-variant-revision,3723a87004e25f813534be469bf648b6d6b80357fb01e47e465f775dcaec9231,canonical-object-set,data/helm-render-intents/intents/bitnami-mongodb-19-0-7-existing-secret-replicaset.yaml,recipes/bitnami/mongodb/19.0.7/revisions/existing-secret-replicaset/r001/rendered/release-objects.yaml,recorded,captured,completed,available,completed,pass,not-run,not-run,not-run,not-run,not-assessed,recorded,required-at-destination,awaits-variant-and-target,partly-declared,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/bitnami-mongodb:19.0.7,not-published-in-this-record,not-recorded-for-this-base,catalog-standard,not-yet-classified,not-yet-classified,not-yet-classified,,
bitnami-mongodb-19-0-7-static-passwords,helm,bitnami/mongodb,19.0.7,static-passwords,catalog-preset,Config Workshop,static-passwords,available,8,helm-variant-revision,ce99d9a7867d5cb7ea0f0f983d092600ec1bb24ce50e969d1032bdbf937e8fdf,canonical-object-set,data/helm-render-intents/intents/bitnami-mongodb-19-0-7-static-passwords.yaml,recipes/bitnami/mongodb/19.0.7/revisions/static-passwords/r001/rendered/release-objects.yaml,recorded,captured,completed,available,completed,pass,pending,pending,not-run,not-run,not-assessed,gap,gap,gap,partly-declared,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/bitnami-mongodb:19.0.7,not-published-in-this-record,not-recorded-for-this-base,catalog-standard,not-yet-classified,not-yet-classified,not-yet-classified,,
bitnami-mongodb-19-0-9-existing-secret-replicaset,helm,bitnami/mongodb,19.0.9,existing-secret-replicaset,catalog-preset,Config Workshop,existing-secret-replicaset,available,10,helm-variant-revision,ba28659f7a827714941ba587c403de0e7afec7bf77a35512ff751bf6c2fdd3a2,canonical-object-set,data/helm-render-intents/intents/bitnami-mongodb-19-0-9-existing-secret-replicaset.yaml,recipes/bitnami/mongodb/19.0.9/revisions/existing-secret-replicaset/r001/rendered/release-objects.yaml,recorded,captured,completed,available,completed,pass,not-run,not-run,not-run,not-run,not-assessed,recorded,required-at-destination,awaits-variant-and-target,partly-declared,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/bitnami-mongodb:19.0.9,not-published-in-this-record,not-recorded-for-this-base,catalog-standard,not-yet-classified,not-yet-classified,not-yet-classified,,
bitnami-mongodb-19-0-9-static-passwords,helm,bitnami/mongodb,19.0.9,static-passwords,catalog-preset,Config Workshop,static-passwords,available,8,helm-variant-revision,4c5f0cd0bc6bffd0ff46b15cdb23ce44dba155120b6be46952d7da70ade25a68,canonical-object-set,data/helm-render-intents/intents/bitnami-mongodb-19-0-9-static-passwords.yaml,recipes/bitnami/mongodb/19.0.9/revisions/static-passwords/r001/rendered/release-objects.yaml,recorded,captured,completed,available,completed,pass,pending,pending,not-run,not-run,not-assessed,gap,gap,gap,partly-declared,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/bitnami-mongodb:19.0.9,not-published-in-this-record,not-recorded-for-this-base,catalog-standard,not-yet-classified,not-yet-classified,not-yet-classified,,
bitnami-mongodb-19-1-0-existing-secret-replicaset,helm,bitnami/mongodb,19.1.0,existing-secret-replicaset,catalog-preset,Config Workshop,existing-secret-replicaset,available,10,helm-variant-revision,b39a69abcab4c663d77a1176895385b5c864766a5ac19b16953d3cfd4597adcd,canonical-object-set,data/helm-render-intents/intents/bitnami-mongodb-19-1-0-existing-secret-replicaset.yaml,recipes/bitnami/mongodb/19.1.0/revisions/existing-secret-replicaset/r001/rendered/release-objects.yaml,recorded,captured,completed,available,completed,pass,not-run,not-run,not-run,not-run,not-assessed,recorded,required-at-destination,awaits-variant-and-target,partly-declared,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/bitnami-mongodb:19.1.0,not-published-in-this-record,not-recorded-for-this-base,catalog-standard,not-yet-classified,not-yet-classified,not-yet-classified,,
bitnami-mongodb-19-1-0-static-passwords,helm,bitnami/mongodb,19.1.0,static-passwords,catalog-preset,Config Workshop,static-passwords,available,8,helm-variant-revision,2753c6bfaf61d7e60135c7a52e1e05bd4fde979c5796b4e2b54ffa2cb64c6911,canonical-object-set,data/helm-render-intents/intents/bitnami-mongodb-19-1-0-static-passwords.yaml,recipes/bitnami/mongodb/19.1.0/revisions/static-passwords/r001/rendered/release-objects.yaml,recorded,captured,completed,available,completed,pass,pending,pending,not-run,not-run,not-assessed,gap,gap,gap,partly-declared,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/bitnami-mongodb:19.1.0,not-published-in-this-record,not-recorded-for-this-base,catalog-standard,not-yet-classified,not-yet-classified,not-yet-classified,,
bitnami-mysql-14-0-3-existing-secret,helm,bitnami/mysql,14.0.3,existing-secret,catalog-preset,Config Workshop,existing-secret,available,7,helm-variant-revision,024c04f020fbe5cc7af518d743a68e055f999e88a6633b278adccc769c1b7fa8,canonical-object-set,data/helm-render-intents/intents/bitnami-mysql-14-0-3-existing-secret.yaml,recipes/bitnami/mysql/14.0.3/revisions/existing-secret/r001/rendered/release-objects.yaml,recorded,captured,completed,available,completed,pass,not-run,not-run,not-run,not-run,not-assessed,recorded,required-at-destination,awaits-variant-and-target,partly-declared,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/bitnami-mysql:14.0.3,not-published-in-this-record,not-recorded-for-this-base,catalog-standard,not-yet-classified,not-yet-classified,not-yet-classified,,
bitnami-mysql-14-0-3-static-passwords,helm,bitnami/mysql,14.0.3,static-passwords,catalog-preset,Config Workshop,static-passwords,available,8,helm-variant-revision,04e856bfa75859dc9d8e45c61d49ad566494a7f66c257da9113ad26ca1696380,canonical-object-set,data/helm-render-intents/intents/bitnami-mysql-14-0-3-static-passwords.yaml,recipes/bitnami/mysql/14.0.3/revisions/static-passwords/r001/rendered/release-objects.yaml,recorded,captured,completed,available,completed,pass,pending,pending,not-run,not-run,not-assessed,gap,gap,gap,partly-declared,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/bitnami-mysql:14.0.3,not-published-in-this-record,not-recorded-for-this-base,catalog-standard,not-yet-classified,not-yet-classified,not-yet-classified,,
bitnami-nginx-24-0-2-existing-tls-ingress,helm,bitnami/nginx,24.0.2,existing-tls-ingress,catalog-preset,Config Workshop,existing-tls-ingress,available,6,helm-variant-revision,cb5cdb64d2f05a0f3e2b2d07facc3d08705f86b3a34a3f52c891bdbd28d44e8f,canonical-object-set,data/helm-render-intents/intents/bitnami-nginx-24-0-2-existing-tls-ingress.yaml,recipes/bitnami/nginx/24.0.2/revisions/existing-tls-ingress/r001/rendered/release-objects.yaml,recorded,captured,completed,available,completed,pass,not-run,not-run,not-run,not-run,not-assessed,recorded,required-at-destination,awaits-variant-and-target,partly-declared,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/bitnami-nginx:24.0.2,not-published-in-this-record,not-recorded-for-this-base,catalog-standard,not-yet-classified,not-yet-classified,not-yet-classified,,
bitnami-nginx-24-0-2-http-clusterip,helm,bitnami/nginx,24.0.2,http-clusterip,catalog-preset,Config Workshop,http-clusterip,available,5,helm-variant-revision,7fb28597f2eea8113612fa9e67ac84760cba1e72c42a4c59e4c25d284e0a94ba,canonical-object-set,data/helm-render-intents/intents/bitnami-nginx-24-0-2-http-clusterip.yaml,recipes/bitnami/nginx/24.0.2/revisions/http-clusterip/r001/rendered/release-objects.yaml,recorded,captured,completed,available,completed,pass,pending,pending,completed,pass,not-assessed,gap,gap,gap,partly-declared,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/bitnami-nginx:24.0.2,not-separately-published,pass,catalog-standard,user-workload,application-team,application-release,config-catalog/operational-class-examples.yaml,bitnami-nginx-24-0-2-http-clusterip
bitnami-nginx-24-0-4-existing-tls-ingress,helm,bitnami/nginx,24.0.4,existing-tls-ingress,catalog-preset,Config Workshop,existing-tls-ingress,available,6,helm-variant-revision,35c8f535452c33518088a067f035d6249750b0a67245138feaf84d728c94588f,canonical-object-set,data/helm-render-intents/intents/bitnami-nginx-24-0-4-existing-tls-ingress.yaml,recipes/bitnami/nginx/24.0.4/revisions/existing-tls-ingress/r001/rendered/release-objects.yaml,recorded,captured,completed,available,completed,pass,not-run,not-run,not-run,not-run,not-assessed,recorded,required-at-destination,awaits-variant-and-target,partly-declared,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/bitnami-nginx:24.0.4,not-published-in-this-record,not-recorded-for-this-base,catalog-standard,not-yet-classified,not-yet-classified,not-yet-classified,,
bitnami-nginx-24-0-4-http-clusterip,helm,bitnami/nginx,24.0.4,http-clusterip,catalog-preset,Config Workshop,http-clusterip,available,5,helm-variant-revision,5c175126acf3b7abd9fce0c17791cfce7236eac8f51e9781d20814cad14b0bac,canonical-object-set,data/helm-render-intents/intents/bitnami-nginx-24-0-4-http-clusterip.yaml,recipes/bitnami/nginx/24.0.4/revisions/http-clusterip/r001/rendered/release-objects.yaml,recorded,captured,completed,available,completed,pass,pending,pending,not-run,not-run,not-assessed,gap,gap,gap,partly-declared,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/bitnami-nginx:24.0.4,not-published-in-this-record,not-recorded-for-this-base,catalog-standard,not-yet-classified,not-yet-classified,not-yet-classified,,
bitnami-nginx-25-0-0-existing-tls-ingress,helm,bitnami/nginx,25.0.0,existing-tls-ingress,catalog-preset,Config Workshop,existing-tls-ingress,available,6,helm-variant-revision,6cbd96e9b63ddeab378f378b86e1b7821d850144539d1a6e367eb639f2b2166e,canonical-object-set,data/helm-render-intents/intents/bitnami-nginx-25-0-0-existing-tls-ingress.yaml,recipes/bitnami/nginx/25.0.0/revisions/existing-tls-ingress/r001/rendered/release-objects.yaml,recorded,captured,completed,available,completed,pass,not-run,not-run,not-run,not-run,not-assessed,recorded,required-at-destination,awaits-variant-and-target,partly-declared,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/bitnami-nginx:25.0.0,not-published-in-this-record,not-recorded-for-this-base,catalog-standard,not-yet-classified,not-yet-classified,not-yet-classified,,
bitnami-nginx-25-0-0-http-clusterip,helm,bitnami/nginx,25.0.0,http-clusterip,catalog-preset,Config Workshop,http-clusterip,available,5,helm-variant-revision,2e71065dc018fb37304a978d3bb6381f0628ac5ef4e0695b53fafe3680697780,canonical-object-set,data/helm-render-intents/intents/bitnami-nginx-25-0-0-http-clusterip.yaml,recipes/bitnami/nginx/25.0.0/revisions/http-clusterip/r001/rendered/release-objects.yaml,recorded,captured,completed,available,completed,pass,pending,pending,not-run,not-run,not-assessed,gap,gap,gap,partly-declared,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/bitnami-nginx:25.0.0,not-published-in-this-record,not-recorded-for-this-base,catalog-standard,not-yet-classified,not-yet-classified,not-yet-classified,,
bitnami-opensearch-2-0-10-default,helm,bitnami/opensearch,2.0.10,default,catalog-preset,Config Workshop,default,available,18,helm-variant-revision,99c0b24ee1850d1f5a4da323e9924a8a1f9d93a34a97a985d92c954836747afd,canonical-object-set,data/helm-render-intents/intents/bitnami-opensearch-2-0-10-default.yaml,recipes/bitnami/opensearch/2.0.10/revisions/default/r001/rendered/release-objects.yaml,recorded,captured,completed,available,completed,pass,pending,pending,not-run,not-run,safe-to-flatten,gap,gap,gap,partly-declared,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/bitnami-opensearch:2.0.10,not-published-in-this-record,not-recorded-for-this-base,catalog-standard,not-yet-classified,not-yet-classified,not-yet-classified,,
