name,chart,version,base,catalog_layer,recipe_path,variant_path,values_profile,namespace,release_name,rendered_objects_path,package_base_path,installer_package_oci_ref,intent_path,render_parity,confighub_scan_ops,local_kind,gitops_oci_live,live_dual_parity,two_cluster_kind,variant_promotion,lifecycle_route_contract,lifecycle_route_count,gitops_route_count,lifecycle_contract_state,lifecycle_contract_reason,lifecycle_contract_next_action,declared_target_fact_count,target_requirement_count,target_fact_action_count,target_fact_contract_state,target_fact_contract_reason,target_fact_contract_next_action,confighub_change_state,setting_overlap_policy,source_repository_url
prometheus-community-prometheus-29-8-0-server-only-ephemeral,prometheus-community/prometheus,29.8.0,server-only-ephemeral,F2b,recipes/prometheus-community/prometheus/29.8.0,recipes/prometheus-community/prometheus/29.8.0/variants/server-only-ephemeral/variant.yaml,recipes/prometheus-community/prometheus/29.8.0/effective-values-server-only-ephemeral.yaml,monitoring,prometheus,recipes/prometheus-community/prometheus/29.8.0/revisions/server-only-ephemeral/r001/rendered/release-objects.yaml,packages/prometheus-community/prometheus/29.8.0/bases/server-only-ephemeral,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/prometheus-community-prometheus:29.8.0@sha256:5cf6400c75d1cafc06fee5ddaada47651926bdab3a9d674a9f966540b29edd26,data/helm-render-intents/intents/prometheus-community-prometheus-29-8-0-server-only-ephemeral.yaml,yes,yes,yes,yes,yes,todo,proven,n/a,0,0,no-route-required,The current catalog record has no source hook or separate lifecycle step for this base.,,0,0,0,actionable-gap,"This base has not recorded whether it needs a Secret, CRD, namespace, value, storage service, external API, or target topology.","Review the base and record its target prerequisites. When none are required, add an explicit empty targetFacts declaration plus targetFactsReview scope and evidence.",none-in-catalog-base,review-required,https://prometheus-community.github.io/helm-charts
prometheus-community-prometheus-29-9-0-default,prometheus-community/prometheus,29.9.0,default,F2a,recipes/prometheus-community/prometheus/29.9.0,recipes/prometheus-community/prometheus/29.9.0/variants/default/variant.yaml,recipes/prometheus-community/prometheus/29.9.0/effective-values.yaml,monitoring,prometheus,recipes/prometheus-community/prometheus/29.9.0/revisions/default/r001/rendered/release-objects.yaml,packages/prometheus-community/prometheus/29.9.0/bases/default,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/prometheus-community-prometheus:29.9.0@sha256:e68a4d9604798ee51833670ba84c20ebe4c7f8eea17d9f35cb8a7e64a4c434cc,data/helm-render-intents/intents/prometheus-community-prometheus-29-9-0-default.yaml,yes,yes,yes,watch,watch,yes,proven,n/a,0,0,no-route-required,The current catalog record has no source hook or separate lifecycle step for this base.,,0,0,0,actionable-gap,"This base has not recorded whether it needs a Secret, CRD, namespace, value, storage service, external API, or target topology.","Review the base and record its target prerequisites. When none are required, add an explicit empty targetFacts declaration plus targetFactsReview scope and evidence.",none-in-catalog-base,review-required,https://prometheus-community.github.io/helm-charts
prometheus-community-prometheus-29-9-0-server-only-ephemeral,prometheus-community/prometheus,29.9.0,server-only-ephemeral,F2b,recipes/prometheus-community/prometheus/29.9.0,recipes/prometheus-community/prometheus/29.9.0/variants/server-only-ephemeral/variant.yaml,recipes/prometheus-community/prometheus/29.9.0/effective-values-server-only-ephemeral.yaml,monitoring,prometheus,recipes/prometheus-community/prometheus/29.9.0/revisions/server-only-ephemeral/r001/rendered/release-objects.yaml,packages/prometheus-community/prometheus/29.9.0/bases/server-only-ephemeral,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/prometheus-community-prometheus:29.9.0@sha256:e68a4d9604798ee51833670ba84c20ebe4c7f8eea17d9f35cb8a7e64a4c434cc,data/helm-render-intents/intents/prometheus-community-prometheus-29-9-0-server-only-ephemeral.yaml,yes,yes,yes,yes,yes,yes,proven,n/a,0,0,no-route-required,The current catalog record has no source hook or separate lifecycle step for this base.,,0,0,0,actionable-gap,"This base has not recorded whether it needs a Secret, CRD, namespace, value, storage service, external API, or target topology.","Review the base and record its target prerequisites. When none are required, add an explicit empty targetFacts declaration plus targetFactsReview scope and evidence.",none-in-catalog-base,review-required,https://prometheus-community.github.io/helm-charts
prometheus-community-prometheus-adapter-5-3-0-apiservice-v1-capability,prometheus-community/prometheus-adapter,5.3.0,apiservice-v1-capability,F2b,recipes/prometheus-community/prometheus-adapter/5.3.0,recipes/prometheus-community/prometheus-adapter/5.3.0/variants/apiservice-v1-capability/variant.yaml,recipes/prometheus-community/prometheus-adapter/5.3.0/effective-values.yaml,default,prometheus-adapter,recipes/prometheus-community/prometheus-adapter/5.3.0/revisions/apiservice-v1-capability/r001/rendered/release-objects.yaml,packages/prometheus-community/prometheus-adapter/5.3.0/bases/apiservice-v1-capability,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/prometheus-community-prometheus-adapter:5.3.0@sha256:3a5fc2f9114c01e344f146ed3ffa1036e1e66fe244ed42b36b5457d6a09ab88c,data/helm-render-intents/intents/prometheus-community-prometheus-adapter-5-3-0-apiservice-v1-capability.yaml,yes,yes,yes,yes,yes,yes,proven,n/a,0,0,no-route-required,The current catalog record has no source hook or separate lifecycle step for this base.,,0,0,0,actionable-gap,"This base has not recorded whether it needs a Secret, CRD, namespace, value, storage service, external API, or target topology.","Review the base and record its target prerequisites. When none are required, add an explicit empty targetFacts declaration plus targetFactsReview scope and evidence.",none-in-catalog-base,review-required,https://prometheus-community.github.io/helm-charts
prometheus-community-prometheus-adapter-5-3-0-cluster-metrics-readonly,prometheus-community/prometheus-adapter,5.3.0,cluster-metrics-readonly,F2b,recipes/prometheus-community/prometheus-adapter/5.3.0,recipes/prometheus-community/prometheus-adapter/5.3.0/variants/cluster-metrics-readonly/variant.yaml,recipes/prometheus-community/prometheus-adapter/5.3.0/effective-values.yaml,default,prometheus-adapter,recipes/prometheus-community/prometheus-adapter/5.3.0/revisions/cluster-metrics-readonly/r001/rendered/release-objects.yaml,packages/prometheus-community/prometheus-adapter/5.3.0/bases/cluster-metrics-readonly,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/prometheus-community-prometheus-adapter:5.3.0@sha256:3a5fc2f9114c01e344f146ed3ffa1036e1e66fe244ed42b36b5457d6a09ab88c,data/helm-render-intents/intents/prometheus-community-prometheus-adapter-5-3-0-cluster-metrics-readonly.yaml,yes,yes,no,no,no,no,proven,n/a,0,0,no-route-required,The current catalog record has no source hook or separate lifecycle step for this base.,,0,0,1,actionable-gap,"1 observed prerequisite action record exists, but the base does not declare the prerequisite.","Add the observed prerequisite to spec.targetFacts in the base variant, then rerun its proof.",none-in-catalog-base,review-required,https://prometheus-community.github.io/helm-charts
prometheus-community-prometheus-adapter-5-3-0-default,prometheus-community/prometheus-adapter,5.3.0,default,F2a,recipes/prometheus-community/prometheus-adapter/5.3.0,recipes/prometheus-community/prometheus-adapter/5.3.0/variants/default/variant.yaml,recipes/prometheus-community/prometheus-adapter/5.3.0/effective-values.yaml,default,prometheus-adapter,recipes/prometheus-community/prometheus-adapter/5.3.0/revisions/default/r001/rendered/release-objects.yaml,packages/prometheus-community/prometheus-adapter/5.3.0/bases/default,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/prometheus-community-prometheus-adapter:5.3.0@sha256:3a5fc2f9114c01e344f146ed3ffa1036e1e66fe244ed42b36b5457d6a09ab88c,data/helm-render-intents/intents/prometheus-community-prometheus-adapter-5-3-0-default.yaml,yes,yes,no,no,no,no,proven,n/a,0,0,no-route-required,The current catalog record has no source hook or separate lifecycle step for this base.,,0,0,1,actionable-gap,"1 observed prerequisite action record exists, but the base does not declare the prerequisite.","Add the observed prerequisite to spec.targetFacts in the base variant, then rerun its proof.",none-in-catalog-base,review-required,https://prometheus-community.github.io/helm-charts
prometheus-community-prometheus-blackbox-exporter-11-10-0-cluster-metrics-readonly,prometheus-community/prometheus-blackbox-exporter,11.10.0,cluster-metrics-readonly,F2b,recipes/prometheus-community/prometheus-blackbox-exporter/11.10.0,recipes/prometheus-community/prometheus-blackbox-exporter/11.10.0/variants/cluster-metrics-readonly/variant.yaml,recipes/prometheus-community/prometheus-blackbox-exporter/11.10.0/effective-values.yaml,default,prometheus-blackbox-exporter,recipes/prometheus-community/prometheus-blackbox-exporter/11.10.0/revisions/cluster-metrics-readonly/r001/rendered/release-objects.yaml,packages/prometheus-community/prometheus-blackbox-exporter/11.10.0/bases/cluster-metrics-readonly,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/prometheus-community-prometheus-blackbox-exporter:11.10.0@sha256:8faaeebfabe92e9ddfbc866a2ad14666fe8efc8a4d6aa678eea49ef8bae8111e,data/helm-render-intents/intents/prometheus-community-prometheus-blackbox-exporter-11-10-0-cluster-metrics-readonly.yaml,yes,yes,yes,yes,yes,yes,proven,n/a,0,0,no-route-required,The current catalog record has no source hook or separate lifecycle step for this base.,,0,0,0,actionable-gap,"This base has not recorded whether it needs a Secret, CRD, namespace, value, storage service, external API, or target topology.","Review the base and record its target prerequisites. When none are required, add an explicit empty targetFacts declaration plus targetFactsReview scope and evidence.",none-in-catalog-base,review-required,https://prometheus-community.github.io/helm-charts
prometheus-community-prometheus-blackbox-exporter-11-10-0-default,prometheus-community/prometheus-blackbox-exporter,11.10.0,default,F2a,recipes/prometheus-community/prometheus-blackbox-exporter/11.10.0,recipes/prometheus-community/prometheus-blackbox-exporter/11.10.0/variants/default/variant.yaml,recipes/prometheus-community/prometheus-blackbox-exporter/11.10.0/effective-values.yaml,default,prometheus-blackbox-exporter,recipes/prometheus-community/prometheus-blackbox-exporter/11.10.0/revisions/default/r001/rendered/release-objects.yaml,packages/prometheus-community/prometheus-blackbox-exporter/11.10.0/bases/default,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/prometheus-community-prometheus-blackbox-exporter:11.10.0@sha256:8faaeebfabe92e9ddfbc866a2ad14666fe8efc8a4d6aa678eea49ef8bae8111e,data/helm-render-intents/intents/prometheus-community-prometheus-blackbox-exporter-11-10-0-default.yaml,yes,yes,yes,yes,yes,yes,proven,n/a,0,0,no-route-required,The current catalog record has no source hook or separate lifecycle step for this base.,,0,0,0,actionable-gap,"This base has not recorded whether it needs a Secret, CRD, namespace, value, storage service, external API, or target topology.","Review the base and record its target prerequisites. When none are required, add an explicit empty targetFacts declaration plus targetFactsReview scope and evidence.",none-in-catalog-base,review-required,https://prometheus-community.github.io/helm-charts
prometheus-community-prometheus-blackbox-exporter-11-15-1-default,prometheus-community/prometheus-blackbox-exporter,11.15.1,default,F2a,recipes/prometheus-community/prometheus-blackbox-exporter/11.15.1,recipes/prometheus-community/prometheus-blackbox-exporter/11.15.1/variants/default/variant.yaml,recipes/prometheus-community/prometheus-blackbox-exporter/11.15.1/effective-values.yaml,monitoring,prometheus-blackbox-exporter,recipes/prometheus-community/prometheus-blackbox-exporter/11.15.1/revisions/default/r001/rendered/release-objects.yaml,packages/prometheus-community/prometheus-blackbox-exporter/11.15.1/bases/default,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/prometheus-community-prometheus-blackbox-exporter:11.15.1@sha256:674cbeab7ffc88ea358819e985ad37d2af845286124a949a8b3dccd4f6981512,data/helm-render-intents/intents/prometheus-community-prometheus-blackbox-exporter-11-15-1-default.yaml,yes,todo,todo,todo,todo,todo,missing-confighub-proof,n/a,0,0,no-route-required,The current catalog record has no source hook or separate lifecycle step for this base.,,0,0,0,actionable-gap,"This base has not recorded whether it needs a Secret, CRD, namespace, value, storage service, external API, or target topology.","Review the base and record its target prerequisites. When none are required, add an explicit empty targetFacts declaration plus targetFactsReview scope and evidence.",none-in-catalog-base,review-required,https://prometheus-community.github.io/helm-charts
prometheus-community-prometheus-node-exporter-4-55-0-cluster-metrics-readonly,prometheus-community/prometheus-node-exporter,4.55.0,cluster-metrics-readonly,F2b,recipes/prometheus-community/prometheus-node-exporter/4.55.0,recipes/prometheus-community/prometheus-node-exporter/4.55.0/variants/cluster-metrics-readonly/variant.yaml,recipes/prometheus-community/prometheus-node-exporter/4.55.0/effective-values-cluster-metrics-readonly.yaml,default,prometheus-node-exporter,recipes/prometheus-community/prometheus-node-exporter/4.55.0/revisions/cluster-metrics-readonly/r001/rendered/release-objects.yaml,packages/prometheus-community/prometheus-node-exporter/4.55.0/bases/cluster-metrics-readonly,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/prometheus-community-prometheus-node-exporter:4.55.0@sha256:cac59f97aad4fd5c01773072a5d644b2d9435bd0224dee4f10ededee6cb2be42,data/helm-render-intents/intents/prometheus-community-prometheus-node-exporter-4-55-0-cluster-metrics-readonly.yaml,yes,yes,yes,yes,yes,yes,proven,n/a,0,0,no-route-required,The current catalog record has no source hook or separate lifecycle step for this base.,,1,1,0,attached,1 target prerequisite declared by this base.,,none-in-catalog-base,review-required,https://prometheus-community.github.io/helm-charts
prometheus-community-prometheus-node-exporter-4-55-0-default,prometheus-community/prometheus-node-exporter,4.55.0,default,F2a,recipes/prometheus-community/prometheus-node-exporter/4.55.0,recipes/prometheus-community/prometheus-node-exporter/4.55.0/variants/default/variant.yaml,recipes/prometheus-community/prometheus-node-exporter/4.55.0/effective-values.yaml,default,prometheus-node-exporter,recipes/prometheus-community/prometheus-node-exporter/4.55.0/revisions/default/r001/rendered/release-objects.yaml,packages/prometheus-community/prometheus-node-exporter/4.55.0/bases/default,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/prometheus-community-prometheus-node-exporter:4.55.0@sha256:cac59f97aad4fd5c01773072a5d644b2d9435bd0224dee4f10ededee6cb2be42,data/helm-render-intents/intents/prometheus-community-prometheus-node-exporter-4-55-0-default.yaml,yes,yes,yes,yes,yes,yes,proven,n/a,0,0,no-route-required,The current catalog record has no source hook or separate lifecycle step for this base.,,0,0,0,actionable-gap,"This base has not recorded whether it needs a Secret, CRD, namespace, value, storage service, external API, or target topology.","Review the base and record its target prerequisites. When none are required, add an explicit empty targetFacts declaration plus targetFactsReview scope and evidence.",none-in-catalog-base,review-required,https://prometheus-community.github.io/helm-charts
prometheus-community-prometheus-operator-crds-29-0-0-default,prometheus-community/prometheus-operator-crds,29.0.0,default,F2a,recipes/prometheus-community/prometheus-operator-crds/29.0.0,recipes/prometheus-community/prometheus-operator-crds/29.0.0/variants/default/variant.yaml,recipes/prometheus-community/prometheus-operator-crds/29.0.0/effective-values.yaml,default,prometheus-operator-crds,recipes/prometheus-community/prometheus-operator-crds/29.0.0/revisions/default/r001/rendered/release-objects.yaml,packages/prometheus-community/prometheus-operator-crds/29.0.0/bases/default,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/prometheus-community-prometheus-operator-crds:29.0.0@sha256:14c598914ce3526238bb871b58b298c39410e1a60f980228556b3bdd96814ec5,data/helm-render-intents/intents/prometheus-community-prometheus-operator-crds-29-0-0-default.yaml,yes,yes,yes,yes,yes,yes,proven,n/a,0,0,no-route-required,The current catalog record has no source hook or separate lifecycle step for this base.,,0,0,0,actionable-gap,"This base has not recorded whether it needs a Secret, CRD, namespace, value, storage service, external API, or target topology.","Review the base and record its target prerequisites. When none are required, add an explicit empty targetFacts declaration plus targetFactsReview scope and evidence.",none-in-catalog-base,review-required,https://prometheus-community.github.io/helm-charts
prometheus-community-prometheus-pushgateway-3-6-0-default,prometheus-community/prometheus-pushgateway,3.6.0,default,F2a,recipes/prometheus-community/prometheus-pushgateway/3.6.0,recipes/prometheus-community/prometheus-pushgateway/3.6.0/variants/default/variant.yaml,recipes/prometheus-community/prometheus-pushgateway/3.6.0/effective-values.yaml,default,prometheus-pushgateway,recipes/prometheus-community/prometheus-pushgateway/3.6.0/revisions/default/r001/rendered/release-objects.yaml,packages/prometheus-community/prometheus-pushgateway/3.6.0/bases/default,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/prometheus-community-prometheus-pushgateway:3.6.0@sha256:81ddc722ff2e7f59d7b99b2a70895b011983bf8edff8f1cfdcb61c49ce3312a8,data/helm-render-intents/intents/prometheus-community-prometheus-pushgateway-3-6-0-default.yaml,yes,yes,yes,yes,yes,yes,proven,n/a,0,0,no-route-required,The current catalog record has no source hook or separate lifecycle step for this base.,,0,0,0,actionable-gap,"This base has not recorded whether it needs a Secret, CRD, namespace, value, storage service, external API, or target topology.","Review the base and record its target prerequisites. When none are required, add an explicit empty targetFacts declaration plus targetFactsReview scope and evidence.",none-in-catalog-base,review-required,https://prometheus-community.github.io/helm-charts
rook-release-rook-ceph-cluster-v1-19-5-default,rook-release/rook-ceph-cluster,v1.19.5,default,F2a,recipes/rook-release/rook-ceph-cluster/v1.19.5,recipes/rook-release/rook-ceph-cluster/v1.19.5/variants/default/variant.yaml,recipes/rook-release/rook-ceph-cluster/v1.19.5/effective-values.yaml,default,rook-ceph-cluster,recipes/rook-release/rook-ceph-cluster/v1.19.5/revisions/default/r001/rendered/release-objects.yaml,packages/rook-release/rook-ceph-cluster/v1.19.5/bases/default,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/rook-release-rook-ceph-cluster:v1.19.5@sha256:4aef8ca4f19cf6da7cee52e77cce27a6c66ecb6c0718e37590109c27170c399e,data/helm-render-intents/intents/rook-release-rook-ceph-cluster-v1-19-5-default.yaml,yes,yes,yes,no,no,no,proven,n/a,0,0,no-route-required,The current catalog record has no source hook or separate lifecycle step for this base.,,6,6,2,attached-with-observed-actions,6 prerequisite declarations and 2 follow-up action records are attached.,,none-in-catalog-base,review-required,https://charts.rook.io/release
rook-release-rook-ceph-v1-19-5-default,rook-release/rook-ceph,v1.19.5,default,F2a,recipes/rook-release/rook-ceph/v1.19.5,recipes/rook-release/rook-ceph/v1.19.5/variants/default/variant.yaml,recipes/rook-release/rook-ceph/v1.19.5/effective-values.yaml,default,rook-ceph,recipes/rook-release/rook-ceph/v1.19.5/revisions/default/r001/rendered/release-objects.yaml,packages/rook-release/rook-ceph/v1.19.5/bases/default,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/rook-release-rook-ceph:v1.19.5@sha256:be3ed69bf93bab0b215a1df6f3cde284610466b2a702a9ab3d73684840f255cf,data/helm-render-intents/intents/rook-release-rook-ceph-v1-19-5-default.yaml,yes,yes,yes,yes,yes,yes,proven,n/a,0,0,no-route-required,The current catalog record has no source hook or separate lifecycle step for this base.,,0,0,0,actionable-gap,"This base has not recorded whether it needs a Secret, CRD, namespace, value, storage service, external API, or target topology.","Review the base and record its target prerequisites. When none are required, add an explicit empty targetFacts declaration plus targetFactsReview scope and evidence.",none-in-catalog-base,review-required,https://charts.rook.io/release
runix-pgadmin4-1-62-0-default,runix/pgadmin4,1.62.0,default,F2a,recipes/runix/pgadmin4/1.62.0,recipes/runix/pgadmin4/1.62.0/variants/default/variant.yaml,recipes/runix/pgadmin4/1.62.0/effective-values.yaml,default,pgadmin4,recipes/runix/pgadmin4/1.62.0/revisions/default/r001/rendered/release-objects.yaml,packages/runix/pgadmin4/1.62.0/bases/default,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/runix-pgadmin4:1.62.0@sha256:6d98d52691e4588aab491ca6479cdec7a2ba13cf3a6cd5422cbf08eb5e5142e6,data/helm-render-intents/intents/runix-pgadmin4-1-62-0-default.yaml,yes,yes,yes,yes,yes,yes,proven,n/a,0,0,no-route-required,The current catalog record has no source hook or separate lifecycle step for this base.,,0,0,0,actionable-gap,"This base has not recorded whether it needs a Secret, CRD, namespace, value, storage service, external API, or target topology.","Review the base and record its target prerequisites. When none are required, add an explicit empty targetFacts declaration plus targetFactsReview scope and evidence.",none-in-catalog-base,review-required,https://helm.runix.net
sealed-secrets-sealed-secrets-2-18-6-default,sealed-secrets/sealed-secrets,2.18.6,default,F2a,recipes/sealed-secrets/sealed-secrets/2.18.6,recipes/sealed-secrets/sealed-secrets/2.18.6/variants/default/variant.yaml,recipes/sealed-secrets/sealed-secrets/2.18.6/effective-values.yaml,default,sealed-secrets,recipes/sealed-secrets/sealed-secrets/2.18.6/revisions/default/r001/rendered/release-objects.yaml,packages/sealed-secrets/sealed-secrets/2.18.6/bases/default,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/sealed-secrets-sealed-secrets:2.18.6@sha256:dd48aed6a3451f4590f55ae5a07c90899302476673ea449e2e2c63779e9f8c72,data/helm-render-intents/intents/sealed-secrets-sealed-secrets-2-18-6-default.yaml,yes,yes,yes,yes,yes,yes,proven,n/a,0,0,no-route-required,The current catalog record has no source hook or separate lifecycle step for this base.,,0,0,0,actionable-gap,"This base has not recorded whether it needs a Secret, CRD, namespace, value, storage service, external API, or target topology.","Review the base and record its target prerequisites. When none are required, add an explicit empty targetFacts declaration plus targetFactsReview scope and evidence.",none-in-catalog-base,review-required,https://bitnami-labs.github.io/sealed-secrets
sealed-secrets-sealed-secrets-2-18-6-no-crds,sealed-secrets/sealed-secrets,2.18.6,no-crds,F2b,recipes/sealed-secrets/sealed-secrets/2.18.6,recipes/sealed-secrets/sealed-secrets/2.18.6/variants/no-crds/variant.yaml,recipes/sealed-secrets/sealed-secrets/2.18.6/effective-values-no-crds.yaml,default,sealed-secrets,recipes/sealed-secrets/sealed-secrets/2.18.6/revisions/no-crds/r001/rendered/release-objects.yaml,packages/sealed-secrets/sealed-secrets/2.18.6/bases/no-crds,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/sealed-secrets-sealed-secrets:2.18.6@sha256:dd48aed6a3451f4590f55ae5a07c90899302476673ea449e2e2c63779e9f8c72,data/helm-render-intents/intents/sealed-secrets-sealed-secrets-2-18-6-no-crds.yaml,yes,yes,yes,yes,yes,yes,proven,n/a,0,0,no-route-required,The current catalog record has no source hook or separate lifecycle step for this base.,,0,0,0,actionable-gap,"This base has not recorded whether it needs a Secret, CRD, namespace, value, storage service, external API, or target topology.","Review the base and record its target prerequisites. When none are required, add an explicit empty targetFacts declaration plus targetFactsReview scope and evidence.",none-in-catalog-base,review-required,https://bitnami-labs.github.io/sealed-secrets
secrets-store-csi-driver-secrets-store-csi-driver-1-6-0-default,secrets-store-csi-driver/secrets-store-csi-driver,1.6.0,default,F2a,recipes/secrets-store-csi-driver/secrets-store-csi-driver/1.6.0,recipes/secrets-store-csi-driver/secrets-store-csi-driver/1.6.0/variants/default/variant.yaml,recipes/secrets-store-csi-driver/secrets-store-csi-driver/1.6.0/effective-values.yaml,kube-system,secrets-store-csi-driver,recipes/secrets-store-csi-driver/secrets-store-csi-driver/1.6.0/revisions/default/r001/rendered/release-objects.yaml,packages/secrets-store-csi-driver/secrets-store-csi-driver/1.6.0/bases/default,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/secrets-store-csi-driver-secrets-store-csi-driver:1.6.0@sha256:1236dfd4a74b23aa9f6eddef75614f9063f6e28adbf16fc2c7ae7a7379155726,data/helm-render-intents/intents/secrets-store-csi-driver-secrets-store-csi-driver-1-6-0-default.yaml,yes,yes,yes,yes,yes,yes,proven,n/a,0,0,no-route-required,The current catalog record has no source hook or separate lifecycle step for this base.,,0,0,0,actionable-gap,"This base has not recorded whether it needs a Secret, CRD, namespace, value, storage service, external API, or target topology.","Review the base and record its target prerequisites. When none are required, add an explicit empty targetFacts declaration plus targetFactsReview scope and evidence.",none-in-catalog-base,review-required,https://kubernetes-sigs.github.io/secrets-store-csi-driver/charts
secrets-store-csi-driver-secrets-store-csi-driver-1-6-0-sync-secret-rotation,secrets-store-csi-driver/secrets-store-csi-driver,1.6.0,sync-secret-rotation,F2b,recipes/secrets-store-csi-driver/secrets-store-csi-driver/1.6.0,recipes/secrets-store-csi-driver/secrets-store-csi-driver/1.6.0/variants/sync-secret-rotation/variant.yaml,recipes/secrets-store-csi-driver/secrets-store-csi-driver/1.6.0/effective-values-sync-secret-rotation.yaml,kube-system,secrets-store-csi-driver,recipes/secrets-store-csi-driver/secrets-store-csi-driver/1.6.0/revisions/sync-secret-rotation/r001/rendered/release-objects.yaml,packages/secrets-store-csi-driver/secrets-store-csi-driver/1.6.0/bases/sync-secret-rotation,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/secrets-store-csi-driver-secrets-store-csi-driver:1.6.0@sha256:1236dfd4a74b23aa9f6eddef75614f9063f6e28adbf16fc2c7ae7a7379155726,data/helm-render-intents/intents/secrets-store-csi-driver-secrets-store-csi-driver-1-6-0-sync-secret-rotation.yaml,yes,yes,yes,yes,yes,yes,proven,n/a,0,0,no-route-required,The current catalog record has no source hook or separate lifecycle step for this base.,,0,0,0,actionable-gap,"This base has not recorded whether it needs a Secret, CRD, namespace, value, storage service, external API, or target topology.","Review the base and record its target prerequisites. When none are required, add an explicit empty targetFacts declaration plus targetFactsReview scope and evidence.",none-in-catalog-base,review-required,https://kubernetes-sigs.github.io/secrets-store-csi-driver/charts
stakater-reloader-2-2-12-controller-default-reviewed,stakater/reloader,2.2.12,controller-default-reviewed,F2b,recipes/stakater/reloader/2.2.12,recipes/stakater/reloader/2.2.12/variants/controller-default-reviewed/variant.yaml,recipes/stakater/reloader/2.2.12/effective-values.yaml,default,reloader,recipes/stakater/reloader/2.2.12/revisions/controller-default-reviewed/r001/rendered/release-objects.yaml,packages/stakater/reloader/2.2.12/bases/controller-default-reviewed,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/stakater-reloader:2.2.12@sha256:63c8a334150e5c015a5953e0df96062944ade3bc9dce936c18aaefcda3863663,data/helm-render-intents/intents/stakater-reloader-2-2-12-controller-default-reviewed.yaml,yes,yes,yes,yes,yes,yes,proven,n/a,0,0,no-route-required,The current catalog record has no source hook or separate lifecycle step for this base.,,0,0,0,actionable-gap,"This base has not recorded whether it needs a Secret, CRD, namespace, value, storage service, external API, or target topology.","Review the base and record its target prerequisites. When none are required, add an explicit empty targetFacts declaration plus targetFactsReview scope and evidence.",none-in-catalog-base,review-required,https://stakater.github.io/stakater-charts
stakater-reloader-2-2-12-default,stakater/reloader,2.2.12,default,F2a,recipes/stakater/reloader/2.2.12,recipes/stakater/reloader/2.2.12/variants/default/variant.yaml,recipes/stakater/reloader/2.2.12/effective-values.yaml,default,reloader,recipes/stakater/reloader/2.2.12/revisions/default/r001/rendered/release-objects.yaml,packages/stakater/reloader/2.2.12/bases/default,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/stakater-reloader:2.2.12@sha256:63c8a334150e5c015a5953e0df96062944ade3bc9dce936c18aaefcda3863663,data/helm-render-intents/intents/stakater-reloader-2-2-12-default.yaml,yes,yes,yes,yes,yes,yes,proven,n/a,0,0,no-route-required,The current catalog record has no source hook or separate lifecycle step for this base.,,0,0,0,actionable-gap,"This base has not recorded whether it needs a Secret, CRD, namespace, value, storage service, external API, or target topology.","Review the base and record its target prerequisites. When none are required, add an explicit empty targetFacts declaration plus targetFactsReview scope and evidence.",none-in-catalog-base,review-required,https://stakater.github.io/stakater-charts
