chart,feature,status,support_meaning,evidence
autoscaler/cluster-autoscaler@9.57.0,not_yet_enabled,- (no open gap: recommended capabilities built or n/a; quirks modeled - Level 2),no hard capability gap recorded,data/chart-facts/chart-facts.csv;recipes/autoscaler/cluster-autoscaler/9.57.0/helm-pain-report.yaml;recipes/autoscaler/cluster-autoscaler/9.57.0/weirdness-and-mitigations.md
autoscaler/vertical-pod-autoscaler@0.9.0,post_deploy_hooks,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/autoscaler/vertical-pod-autoscaler/0.9.0/helm-pain-report.yaml;recipes/autoscaler/vertical-pod-autoscaler/0.9.0/weirdness-and-mitigations.md
autoscaler/vertical-pod-autoscaler@0.9.0,other_hooks,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/autoscaler/vertical-pod-autoscaler/0.9.0/helm-pain-report.yaml;recipes/autoscaler/vertical-pod-autoscaler/0.9.0/weirdness-and-mitigations.md
autoscaler/vertical-pod-autoscaler@0.9.0,hook_status,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/autoscaler/vertical-pod-autoscaler/0.9.0/helm-pain-report.yaml;recipes/autoscaler/vertical-pod-autoscaler/0.9.0/weirdness-and-mitigations.md
autoscaler/vertical-pod-autoscaler@0.9.0,generates_secrets,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/autoscaler/vertical-pod-autoscaler/0.9.0/helm-pain-report.yaml;recipes/autoscaler/vertical-pod-autoscaler/0.9.0/weirdness-and-mitigations.md
autoscaler/vertical-pod-autoscaler@0.9.0,existing_secret,buildable - not yet run,bring-your-own-secret route status,data/chart-facts/chart-facts.csv;recipes/autoscaler/vertical-pod-autoscaler/0.9.0/helm-pain-report.yaml;recipes/autoscaler/vertical-pod-autoscaler/0.9.0/weirdness-and-mitigations.md
autoscaler/vertical-pod-autoscaler@0.9.0,crds,present,tracked chart fact,data/chart-facts/chart-facts.csv;recipes/autoscaler/vertical-pod-autoscaler/0.9.0/helm-pain-report.yaml;recipes/autoscaler/vertical-pod-autoscaler/0.9.0/weirdness-and-mitigations.md
autoscaler/vertical-pod-autoscaler@0.9.0,no_crds_variant,built,CRD ownership route status,data/chart-facts/chart-facts.csv;recipes/autoscaler/vertical-pod-autoscaler/0.9.0/helm-pain-report.yaml;recipes/autoscaler/vertical-pod-autoscaler/0.9.0/weirdness-and-mitigations.md
autoscaler/vertical-pod-autoscaler@0.9.0,webhooks,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/autoscaler/vertical-pod-autoscaler/0.9.0/helm-pain-report.yaml;recipes/autoscaler/vertical-pod-autoscaler/0.9.0/weirdness-and-mitigations.md
autoscaler/vertical-pod-autoscaler@0.9.0,required_values,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/autoscaler/vertical-pod-autoscaler/0.9.0/helm-pain-report.yaml;recipes/autoscaler/vertical-pod-autoscaler/0.9.0/weirdness-and-mitigations.md
autoscaler/vertical-pod-autoscaler@0.9.0,values_schema,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/autoscaler/vertical-pod-autoscaler/0.9.0/helm-pain-report.yaml;recipes/autoscaler/vertical-pod-autoscaler/0.9.0/weirdness-and-mitigations.md
autoscaler/vertical-pod-autoscaler@0.9.0,install_vs_upgrade,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/autoscaler/vertical-pod-autoscaler/0.9.0/helm-pain-report.yaml;recipes/autoscaler/vertical-pod-autoscaler/0.9.0/weirdness-and-mitigations.md
autoscaler/vertical-pod-autoscaler@0.9.0,notes,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/autoscaler/vertical-pod-autoscaler/0.9.0/helm-pain-report.yaml;recipes/autoscaler/vertical-pod-autoscaler/0.9.0/weirdness-and-mitigations.md
autoscaler/vertical-pod-autoscaler@0.9.0,extension_slots,yes - per-use review,open extension slots require per-use review,data/chart-facts/chart-facts.csv;recipes/autoscaler/vertical-pod-autoscaler/0.9.0/helm-pain-report.yaml;recipes/autoscaler/vertical-pod-autoscaler/0.9.0/weirdness-and-mitigations.md
autoscaler/vertical-pod-autoscaler@0.9.0,buildable_not_yet_run,existing-secret (buildable - not yet run),known build path exists but has not been promoted,data/chart-facts/chart-facts.csv;recipes/autoscaler/vertical-pod-autoscaler/0.9.0/helm-pain-report.yaml;recipes/autoscaler/vertical-pod-autoscaler/0.9.0/weirdness-and-mitigations.md
autoscaler/vertical-pod-autoscaler@0.9.0,not_yet_enabled,- (no open gap: recommended capabilities built or n/a; quirks modeled - Level 2),no hard capability gap recorded,data/chart-facts/chart-facts.csv;recipes/autoscaler/vertical-pod-autoscaler/0.9.0/helm-pain-report.yaml;recipes/autoscaler/vertical-pod-autoscaler/0.9.0/weirdness-and-mitigations.md
aws-ebs-csi-driver/aws-ebs-csi-driver@2.60.1,post_deploy_hooks,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/aws-ebs-csi-driver/aws-ebs-csi-driver/2.60.1/helm-pain-report.yaml;recipes/aws-ebs-csi-driver/aws-ebs-csi-driver/2.60.1/weirdness-and-mitigations.md
aws-ebs-csi-driver/aws-ebs-csi-driver@2.60.1,other_hooks,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/aws-ebs-csi-driver/aws-ebs-csi-driver/2.60.1/helm-pain-report.yaml;recipes/aws-ebs-csi-driver/aws-ebs-csi-driver/2.60.1/weirdness-and-mitigations.md
aws-ebs-csi-driver/aws-ebs-csi-driver@2.60.1,hook_status,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/aws-ebs-csi-driver/aws-ebs-csi-driver/2.60.1/helm-pain-report.yaml;recipes/aws-ebs-csi-driver/aws-ebs-csi-driver/2.60.1/weirdness-and-mitigations.md
aws-ebs-csi-driver/aws-ebs-csi-driver@2.60.1,generates_secrets,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/aws-ebs-csi-driver/aws-ebs-csi-driver/2.60.1/helm-pain-report.yaml;recipes/aws-ebs-csi-driver/aws-ebs-csi-driver/2.60.1/weirdness-and-mitigations.md
aws-ebs-csi-driver/aws-ebs-csi-driver@2.60.1,existing_secret,n/a,bring-your-own-secret route status,data/chart-facts/chart-facts.csv;recipes/aws-ebs-csi-driver/aws-ebs-csi-driver/2.60.1/helm-pain-report.yaml;recipes/aws-ebs-csi-driver/aws-ebs-csi-driver/2.60.1/weirdness-and-mitigations.md
aws-ebs-csi-driver/aws-ebs-csi-driver@2.60.1,crds,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/aws-ebs-csi-driver/aws-ebs-csi-driver/2.60.1/helm-pain-report.yaml;recipes/aws-ebs-csi-driver/aws-ebs-csi-driver/2.60.1/weirdness-and-mitigations.md
aws-ebs-csi-driver/aws-ebs-csi-driver@2.60.1,no_crds_variant,n/a (no CRDs),CRD ownership route status,data/chart-facts/chart-facts.csv;recipes/aws-ebs-csi-driver/aws-ebs-csi-driver/2.60.1/helm-pain-report.yaml;recipes/aws-ebs-csi-driver/aws-ebs-csi-driver/2.60.1/weirdness-and-mitigations.md
aws-ebs-csi-driver/aws-ebs-csi-driver@2.60.1,webhooks,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/aws-ebs-csi-driver/aws-ebs-csi-driver/2.60.1/helm-pain-report.yaml;recipes/aws-ebs-csi-driver/aws-ebs-csi-driver/2.60.1/weirdness-and-mitigations.md
aws-ebs-csi-driver/aws-ebs-csi-driver@2.60.1,required_values,yes - mandatory inputs (required/fail),tracked chart fact,data/chart-facts/chart-facts.csv;recipes/aws-ebs-csi-driver/aws-ebs-csi-driver/2.60.1/helm-pain-report.yaml;recipes/aws-ebs-csi-driver/aws-ebs-csi-driver/2.60.1/weirdness-and-mitigations.md
aws-ebs-csi-driver/aws-ebs-csi-driver@2.60.1,values_schema,yes - values.schema.json,tracked chart fact,data/chart-facts/chart-facts.csv;recipes/aws-ebs-csi-driver/aws-ebs-csi-driver/2.60.1/helm-pain-report.yaml;recipes/aws-ebs-csi-driver/aws-ebs-csi-driver/2.60.1/weirdness-and-mitigations.md
aws-ebs-csi-driver/aws-ebs-csi-driver@2.60.1,install_vs_upgrade,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/aws-ebs-csi-driver/aws-ebs-csi-driver/2.60.1/helm-pain-report.yaml;recipes/aws-ebs-csi-driver/aws-ebs-csi-driver/2.60.1/weirdness-and-mitigations.md
aws-ebs-csi-driver/aws-ebs-csi-driver@2.60.1,notes,yes - NOTES.txt,tracked chart fact,data/chart-facts/chart-facts.csv;recipes/aws-ebs-csi-driver/aws-ebs-csi-driver/2.60.1/helm-pain-report.yaml;recipes/aws-ebs-csi-driver/aws-ebs-csi-driver/2.60.1/weirdness-and-mitigations.md
aws-ebs-csi-driver/aws-ebs-csi-driver@2.60.1,extension_slots,yes - per-use review,open extension slots require per-use review,data/chart-facts/chart-facts.csv;recipes/aws-ebs-csi-driver/aws-ebs-csi-driver/2.60.1/helm-pain-report.yaml;recipes/aws-ebs-csi-driver/aws-ebs-csi-driver/2.60.1/weirdness-and-mitigations.md
aws-ebs-csi-driver/aws-ebs-csi-driver@2.60.1,buildable_not_yet_run,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/aws-ebs-csi-driver/aws-ebs-csi-driver/2.60.1/helm-pain-report.yaml;recipes/aws-ebs-csi-driver/aws-ebs-csi-driver/2.60.1/weirdness-and-mitigations.md
aws-ebs-csi-driver/aws-ebs-csi-driver@2.60.1,not_yet_enabled,- (no open gap: recommended capabilities built or n/a; quirks modeled - Level 2),no hard capability gap recorded,data/chart-facts/chart-facts.csv;recipes/aws-ebs-csi-driver/aws-ebs-csi-driver/2.60.1/helm-pain-report.yaml;recipes/aws-ebs-csi-driver/aws-ebs-csi-driver/2.60.1/weirdness-and-mitigations.md
bitnami/apache@11.4.29,post_deploy_hooks,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/bitnami/apache/11.4.29/helm-pain-report.yaml;recipes/bitnami/apache/11.4.29/weirdness-and-mitigations.md
bitnami/apache@11.4.29,other_hooks,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/bitnami/apache/11.4.29/helm-pain-report.yaml;recipes/bitnami/apache/11.4.29/weirdness-and-mitigations.md
bitnami/apache@11.4.29,hook_status,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/bitnami/apache/11.4.29/helm-pain-report.yaml;recipes/bitnami/apache/11.4.29/weirdness-and-mitigations.md
bitnami/apache@11.4.29,generates_secrets,yes,tracked chart fact,data/chart-facts/chart-facts.csv;recipes/bitnami/apache/11.4.29/helm-pain-report.yaml;recipes/bitnami/apache/11.4.29/weirdness-and-mitigations.md
bitnami/apache@11.4.29,existing_secret,NOT built - chart ships no Secret toggle (#113),bring-your-own-secret route status,data/chart-facts/chart-facts.csv;recipes/bitnami/apache/11.4.29/helm-pain-report.yaml;recipes/bitnami/apache/11.4.29/weirdness-and-mitigations.md
bitnami/apache@11.4.29,crds,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/bitnami/apache/11.4.29/helm-pain-report.yaml;recipes/bitnami/apache/11.4.29/weirdness-and-mitigations.md
bitnami/apache@11.4.29,no_crds_variant,n/a (no CRDs),CRD ownership route status,data/chart-facts/chart-facts.csv;recipes/bitnami/apache/11.4.29/helm-pain-report.yaml;recipes/bitnami/apache/11.4.29/weirdness-and-mitigations.md
bitnami/apache@11.4.29,webhooks,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/bitnami/apache/11.4.29/helm-pain-report.yaml;recipes/bitnami/apache/11.4.29/weirdness-and-mitigations.md
bitnami/apache@11.4.29,required_values,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/bitnami/apache/11.4.29/helm-pain-report.yaml;recipes/bitnami/apache/11.4.29/weirdness-and-mitigations.md
bitnami/apache@11.4.29,values_schema,yes - values.schema.json,tracked chart fact,data/chart-facts/chart-facts.csv;recipes/bitnami/apache/11.4.29/helm-pain-report.yaml;recipes/bitnami/apache/11.4.29/weirdness-and-mitigations.md
bitnami/apache@11.4.29,install_vs_upgrade,yes - renders differ install vs upgrade,tracked chart fact,data/chart-facts/chart-facts.csv;recipes/bitnami/apache/11.4.29/helm-pain-report.yaml;recipes/bitnami/apache/11.4.29/weirdness-and-mitigations.md
bitnami/apache@11.4.29,notes,yes - NOTES.txt,tracked chart fact,data/chart-facts/chart-facts.csv;recipes/bitnami/apache/11.4.29/helm-pain-report.yaml;recipes/bitnami/apache/11.4.29/weirdness-and-mitigations.md
bitnami/apache@11.4.29,extension_slots,yes - per-use review,open extension slots require per-use review,data/chart-facts/chart-facts.csv;recipes/bitnami/apache/11.4.29/helm-pain-report.yaml;recipes/bitnami/apache/11.4.29/weirdness-and-mitigations.md
bitnami/apache@11.4.29,buildable_not_yet_run,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/bitnami/apache/11.4.29/helm-pain-report.yaml;recipes/bitnami/apache/11.4.29/weirdness-and-mitigations.md
bitnami/apache@11.4.29,not_yet_enabled,existing-secret (chart ships no Secret toggle - #113),hard gap or curated proof lane remains,data/chart-facts/chart-facts.csv;recipes/bitnami/apache/11.4.29/helm-pain-report.yaml;recipes/bitnami/apache/11.4.29/weirdness-and-mitigations.md
bitnami/contour@21.1.4,post_deploy_hooks,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/bitnami/contour/21.1.4/helm-pain-report.yaml;recipes/bitnami/contour/21.1.4/weirdness-and-mitigations.md
bitnami/contour@21.1.4,other_hooks,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/bitnami/contour/21.1.4/helm-pain-report.yaml;recipes/bitnami/contour/21.1.4/weirdness-and-mitigations.md
bitnami/contour@21.1.4,hook_status,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/bitnami/contour/21.1.4/helm-pain-report.yaml;recipes/bitnami/contour/21.1.4/weirdness-and-mitigations.md
bitnami/contour@21.1.4,generates_secrets,yes,tracked chart fact,data/chart-facts/chart-facts.csv;recipes/bitnami/contour/21.1.4/helm-pain-report.yaml;recipes/bitnami/contour/21.1.4/weirdness-and-mitigations.md
bitnami/contour@21.1.4,existing_secret,NOT built - chart ships no Secret toggle (#113),bring-your-own-secret route status,data/chart-facts/chart-facts.csv;recipes/bitnami/contour/21.1.4/helm-pain-report.yaml;recipes/bitnami/contour/21.1.4/weirdness-and-mitigations.md
bitnami/contour@21.1.4,crds,present,CRDs are present; count 2; raw count is in chart-facts.csv,data/chart-facts/chart-facts.csv;recipes/bitnami/contour/21.1.4/helm-pain-report.yaml;recipes/bitnami/contour/21.1.4/weirdness-and-mitigations.md
bitnami/contour@21.1.4,no_crds_variant,built,CRD ownership route status,data/chart-facts/chart-facts.csv;recipes/bitnami/contour/21.1.4/helm-pain-report.yaml;recipes/bitnami/contour/21.1.4/weirdness-and-mitigations.md
bitnami/contour@21.1.4,webhooks,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/bitnami/contour/21.1.4/helm-pain-report.yaml;recipes/bitnami/contour/21.1.4/weirdness-and-mitigations.md
bitnami/contour@21.1.4,required_values,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/bitnami/contour/21.1.4/helm-pain-report.yaml;recipes/bitnami/contour/21.1.4/weirdness-and-mitigations.md
bitnami/contour@21.1.4,values_schema,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/bitnami/contour/21.1.4/helm-pain-report.yaml;recipes/bitnami/contour/21.1.4/weirdness-and-mitigations.md
bitnami/contour@21.1.4,install_vs_upgrade,yes - renders differ install vs upgrade,tracked chart fact,data/chart-facts/chart-facts.csv;recipes/bitnami/contour/21.1.4/helm-pain-report.yaml;recipes/bitnami/contour/21.1.4/weirdness-and-mitigations.md
bitnami/contour@21.1.4,notes,yes - NOTES.txt,tracked chart fact,data/chart-facts/chart-facts.csv;recipes/bitnami/contour/21.1.4/helm-pain-report.yaml;recipes/bitnami/contour/21.1.4/weirdness-and-mitigations.md
bitnami/contour@21.1.4,extension_slots,yes - per-use review,open extension slots require per-use review,data/chart-facts/chart-facts.csv;recipes/bitnami/contour/21.1.4/helm-pain-report.yaml;recipes/bitnami/contour/21.1.4/weirdness-and-mitigations.md
bitnami/contour@21.1.4,buildable_not_yet_run,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/bitnami/contour/21.1.4/helm-pain-report.yaml;recipes/bitnami/contour/21.1.4/weirdness-and-mitigations.md
bitnami/contour@21.1.4,not_yet_enabled,existing-secret (chart ships no Secret toggle - #113),hard gap or curated proof lane remains,data/chart-facts/chart-facts.csv;recipes/bitnami/contour/21.1.4/helm-pain-report.yaml;recipes/bitnami/contour/21.1.4/weirdness-and-mitigations.md
bitnami/elasticsearch@22.1.6,post_deploy_hooks,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/bitnami/elasticsearch/22.1.6/helm-pain-report.yaml;recipes/bitnami/elasticsearch/22.1.6/weirdness-and-mitigations.md
bitnami/elasticsearch@22.1.6,other_hooks,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/bitnami/elasticsearch/22.1.6/helm-pain-report.yaml;recipes/bitnami/elasticsearch/22.1.6/weirdness-and-mitigations.md
bitnami/elasticsearch@22.1.6,hook_status,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/bitnami/elasticsearch/22.1.6/helm-pain-report.yaml;recipes/bitnami/elasticsearch/22.1.6/weirdness-and-mitigations.md
bitnami/elasticsearch@22.1.6,generates_secrets,yes,tracked chart fact,data/chart-facts/chart-facts.csv;recipes/bitnami/elasticsearch/22.1.6/helm-pain-report.yaml;recipes/bitnami/elasticsearch/22.1.6/weirdness-and-mitigations.md
bitnami/elasticsearch@22.1.6,existing_secret,NOT built - chart ships no Secret toggle (#113),bring-your-own-secret route status,data/chart-facts/chart-facts.csv;recipes/bitnami/elasticsearch/22.1.6/helm-pain-report.yaml;recipes/bitnami/elasticsearch/22.1.6/weirdness-and-mitigations.md
bitnami/elasticsearch@22.1.6,crds,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/bitnami/elasticsearch/22.1.6/helm-pain-report.yaml;recipes/bitnami/elasticsearch/22.1.6/weirdness-and-mitigations.md
bitnami/elasticsearch@22.1.6,no_crds_variant,n/a (no CRDs),CRD ownership route status,data/chart-facts/chart-facts.csv;recipes/bitnami/elasticsearch/22.1.6/helm-pain-report.yaml;recipes/bitnami/elasticsearch/22.1.6/weirdness-and-mitigations.md
bitnami/elasticsearch@22.1.6,webhooks,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/bitnami/elasticsearch/22.1.6/helm-pain-report.yaml;recipes/bitnami/elasticsearch/22.1.6/weirdness-and-mitigations.md
bitnami/elasticsearch@22.1.6,required_values,yes - mandatory inputs (required/fail),tracked chart fact,data/chart-facts/chart-facts.csv;recipes/bitnami/elasticsearch/22.1.6/helm-pain-report.yaml;recipes/bitnami/elasticsearch/22.1.6/weirdness-and-mitigations.md
